,Date,Price,Open,High,Low,Vol.,Change %
262,2019-08-13,84.881,85.84,86.778,83.328,575.31K,-1.12%
261,2019-08-14,75.954,84.766,86.27,75.048,973.40K,-10.52%
260,2019-08-15,76.212,75.905,77.572,71.382,1.03M,0.34%
259,2019-08-16,74.556,76.223,76.406,72.444,627.93K,-2.17%
258,2019-08-17,72.662,74.574,75.266,71.656,396.07K,-2.54%
257,2019-08-18,76.231,72.655,77.948,71.467,728.81K,4.91%
256,2019-08-19,77.116,76.244,78.787,75.557,566.32K,1.16%
255,2019-08-20,75.152,77.146,77.319,73.371,497.75K,-2.55%
254,2019-08-21,73.24,75.123,75.321,70.267,734.46K,-2.54%
253,2019-08-22,73.383,73.175,74.631,71.03,595.87K,0.20%
252,2019-08-23,75.329,73.373,75.801,72.343,482.56K,2.65%
251,2019-08-24,73.295,75.319,75.586,71.661,434.57K,-2.70%
250,2019-08-25,72.1,73.295,75,70.743,477.77K,-1.63%
249,2019-08-26,73.586,72.136,75.094,72.091,631.14K,2.06%
248,2019-08-27,72.896,73.612,73.728,72.208,327.04K,-0.94%
247,2019-08-28,66.813,72.896,72.959,65.112,756.00K,-8.34%
246,2019-08-29,63.525,66.79,66.835,62.07,690.22K,-4.92%
245,2019-08-30,64.249,63.489,65.551,62.184,389.06K,1.14%
244,2019-08-31,64.227,64.2,65.273,62.356,860.89K,-0.03%
243,2019-09-01,65.842,64.248,67.249,63.833,362.72K,2.51%
242,2019-09-02,66.956,65.845,67.835,64.951,431.51K,1.69%
241,2019-09-03,68.948,66.943,70.967,66.531,497.31K,2.98%
240,2019-09-04,67.081,68.948,69.198,66.423,458.72K,-2.71%
239,2019-09-05,65.244,67.053,67.384,64.127,431.47K,-2.74%
238,2019-09-06,64.888,65.212,67.954,64,755.50K,-0.55%
237,2019-09-07,68.686,64.888,70.423,64.534,679.62K,5.85%
236,2019-09-08,70.397,68.692,71.415,68.125,678.61K,2.49%
235,2019-09-09,69.885,70.377,71.328,67.968,521.02K,-0.73%
234,2019-09-10,70.867,69.865,73,69.819,755.19K,1.41%
233,2019-09-11,69.805,70.867,71.649,68.583,504.45K,-1.50%
232,2019-09-12,69.148,69.859,70.024,68.354,264.13K,-0.94%
231,2019-09-13,68.927,69.248,69.657,67.503,311.32K,-0.32%
230,2019-09-14,70.473,68.871,71.366,68.235,362.81K,2.24%
229,2019-09-15,70.075,70.444,70.781,69.576,255.99K,-0.56%
228,2019-09-16,72.589,70.075,73.557,69.402,442.38K,3.59%
227,2019-09-17,74.011,72.589,77.38,72.09,554.04K,1.96%
226,2019-09-18,77.72,73.986,80.218,73.986,748.06K,5.01%
225,2019-09-19,76.541,77.71,77.739,72.722,930.90K,-1.52%
224,2019-09-20,75.074,76.599,77.035,73.007,605.60K,-1.92%
223,2019-09-21,73.287,75.019,75.576,72.114,452.66K,-2.38%
222,2019-09-22,72.177,73.287,73.312,71.145,466.33K,-1.51%
221,2019-09-23,66.655,72.116,74.172,62.358,1.01M,-7.65%
220,2019-09-24,54.674,66.657,67.47,54.481,2.18M,-17.97%
219,2019-09-25,57.445,54.629,66.899,53.03,1.65M,5.07%
218,2019-09-26,55.157,57.445,57.575,50.499,1.32M,-3.98%
217,2019-09-27,55.837,55.177,56.552,52.82,793.97K,1.23%
216,2019-09-28,55.348,55.837,56.106,53.77,581.42K,-0.88%
215,2019-09-29,53.813,55.348,55.566,52.188,602.70K,-2.77%
214,2019-09-30,55.965,53.813,56.163,52.569,787.99K,4.00%
213,2019-10-01,55.553,55.948,57.575,54.691,667.46K,-0.74%
212,2019-10-02,56.307,55.569,56.676,55.119,623.53K,1.36%
211,2019-10-03,56.388,56.307,56.999,53.886,642.73K,0.14%
210,2019-10-04,56.286,56.382,57.422,55.284,635.35K,-0.18%
209,2019-10-05,56.631,56.253,57.414,55.615,477.17K,0.61%
208,2019-10-06,54.462,56.637,56.752,53.056,749.29K,-3.83%
207,2019-10-07,57.446,54.435,58.616,53.324,700.67K,5.48%
206,2019-10-08,56.978,57.451,58.469,56.535,347.30K,-0.81%
205,2019-10-09,59.114,56.924,59.979,56.586,552.92K,3.75%
204,2019-10-10,57.464,59.118,59.332,57.026,332.56K,-2.79%
203,2019-10-11,55.87,57.487,58.401,55.408,543.34K,-2.77%
202,2019-10-12,55.739,55.896,56.484,54.977,247.26K,-0.23%
201,2019-10-13,56.482,55.714,57.536,55.522,331.54K,1.33%
200,2019-10-14,56.868,56.456,57.063,55.779,300.11K,0.68%
199,2019-10-15,54.599,56.86,57.391,53.633,598.17K,-3.99%
198,2019-10-16,52.489,54.599,55.335,51.17,702.56K,-3.86%
197,2019-10-17,54.911,52.486,55.242,51.384,410.95K,4.61%
196,2019-10-18,53.215,54.911,54.961,52.217,465.13K,-3.09%
195,2019-10-19,53.701,53.234,54.108,52.574,157.00K,0.91%
194,2019-10-20,54.795,53.701,55.408,52.687,49.43K,2.04%
193,2019-10-21,54.567,54.795,55.664,53.727,53.30K,-0.42%
192,2019-10-22,53.38,54.611,55.025,53.043,21.26K,-2.18%
191,2019-10-23,49.53,53.347,53.444,47.22,102.69K,-7.21%
190,2019-10-24,49.56,49.53,50.256,48.321,60.25K,0.06%
189,2019-10-25,56.913,49.56,58.646,49.019,165.54K,14.84%
188,2019-10-26,56.651,56.913,63.241,54.213,196.92K,-0.46%
187,2019-10-27,59.683,56.651,62.631,55.63,116.85K,5.35%
186,2019-10-28,57.664,59.751,62.408,57.449,86.73K,-3.38%
185,2019-10-29,59.723,57.659,60.68,57.659,64.37K,3.57%
184,2019-10-30,58.003,59.723,61,57,80.87K,-2.88%
183,2019-10-31,58.31,58.003,59.47,57.13,77.77K,0.53%
182,2019-11-01,58.211,58.31,58.754,56.808,63.08K,-0.17%
181,2019-11-02,58.211,58.279,59.165,57.78,39.77K,0.00%
180,2019-11-03,58.258,58.211,58.682,57.246,52.39K,0.08%
179,2019-11-04,61.284,58.258,62.306,57.857,118.46K,5.19%
178,2019-11-05,63.147,61.284,64.112,61.044,122.74K,3.04%
177,2019-11-06,64.133,63.14,64.231,62.636,75.92K,1.56%
176,2019-11-07,61.4,64.133,64.3,60.303,38.51K,-4.26%
175,2019-11-08,60.428,61.4,62.451,59.015,50.33K,-1.58%
174,2019-11-09,62.06,60.428,62.322,60.262,50.53K,2.70%
173,2019-11-10,63.699,62.034,65.941,60.946,89.18K,2.64%
172,2019-11-11,61.736,63.699,64.351,60.515,62.58K,-3.08%
171,2019-11-12,61.371,61.736,62.164,59.803,40.48K,-0.59%
170,2019-11-13,60.952,61.371,61.98,60.346,27.72K,-0.68%
169,2019-11-14,58.964,60.952,60.973,58.47,28.75K,-3.26%
168,2019-11-15,57.626,58.964,60.7,56.382,69.31K,-2.27%
167,2019-11-16,58.309,57.626,58.899,57.17,27.70K,1.19%
166,2019-11-17,59.148,58.309,59.923,57.626,43.78K,1.44%
165,2019-11-18,56.032,59.148,59.256,54.071,43.66K,-5.27%
164,2019-11-19,55.105,56.032,56.187,54.225,40.32K,-1.65%
163,2019-11-20,54.971,55.105,56.173,54.613,28.58K,-0.24%
162,2019-11-21,50.61,54.971,55.261,48.611,76.23K,-7.93%
161,2019-11-22,47.417,50.61,51.482,43.658,156.91K,-6.31%
160,2019-11-23,48.064,47.417,48.5,46.221,55.16K,1.36%
159,2019-11-24,43.919,48.064,48.169,43.482,82.87K,-8.62%
158,2019-11-25,45.488,43.919,47.384,41.891,177.65K,3.57%
157,2019-11-26,46.927,45.478,47.441,45.274,107.92K,3.16%
156,2019-11-27,47.676,46.881,48.617,42.4,125.97K,1.60%
155,2019-11-28,46.821,47.676,47.959,46.224,30.15K,-1.79%
154,2019-11-29,48.616,46.781,49.215,46.781,29.47K,3.83%
153,2019-11-30,47.213,48.616,48.738,46.745,24.42K,-2.89%
152,2019-12-01,47.651,47.213,48.688,45.586,36.16K,0.93%
151,2019-12-02,45.494,47.651,47.651,44.808,29.13K,-4.53%
150,2019-12-03,44.677,45.494,46.134,44.378,30.69K,-1.80%
149,2019-12-04,44.666,44.677,46.868,43.802,76.10K,-0.02%
148,2019-12-05,44.829,44.666,45.165,43.75,72.20K,0.36%
147,2019-12-06,45.265,44.829,45.462,44.102,86.73K,0.97%
146,2019-12-07,45.173,45.265,46.369,44.972,54.39K,-0.20%
145,2019-12-08,45.554,45.173,46.127,44.802,37.94K,0.84%
144,2019-12-09,44.434,45.554,45.835,44.126,38.99K,-2.46%
143,2019-12-10,44.121,44.5,44.643,43.606,23.29K,-0.70%
142,2019-12-11,43.566,44.121,44.404,43.364,16.20K,-1.26%
141,2019-12-12,43.678,43.71,44.178,42.877,28.84K,0.26%
140,2019-12-13,44.43,43.678,44.538,43.486,89.49K,1.72%
139,2019-12-14,43.25,44.43,44.67,43.203,190.40K,-2.66%
138,2019-12-15,43.434,43.25,43.934,42.905,171.31K,0.43%
137,2019-12-16,39.949,43.434,43.532,38.93,625.11K,-8.02%
136,2019-12-17,36.932,39.949,40.11,36.328,890.45K,-7.55%
135,2019-12-18,40.717,36.932,41.556,35.897,1.21M,10.25%
134,2019-12-19,39.655,40.717,41.04,39.082,477.05K,-2.61%
133,2019-12-20,40.168,39.655,40.4,39.28,304.17K,1.29%
132,2019-12-21,39.622,40.168,40.197,39.347,261.71K,-1.36%
131,2019-12-22,41.836,39.622,42.149,39.611,479.72K,5.59%
130,2019-12-23,40.566,41.867,42.651,40.249,585.60K,-3.04%
129,2019-12-24,40.391,40.563,41.162,39.668,510.55K,-0.43%
128,2019-12-25,40.105,40.389,40.488,39.452,470.54K,-0.71%
127,2019-12-26,40.015,40.105,41.687,39.579,409.28K,-0.22%
126,2019-12-27,40.934,40.015,41.438,39.715,499.18K,2.30%
125,2019-12-28,42.777,40.934,43.773,40.87,558.72K,4.50%
124,2019-12-29,43.119,42.763,43.805,42.171,580.56K,0.80%
123,2019-12-30,42.373,43.119,44.113,41.827,526.72K,-1.73%
122,2019-12-31,41.307,42.353,43.025,41.047,403.10K,-2.52%
121,2020-01-01,41.611,41.305,42.116,41.177,228.30K,0.74%
120,2020-01-02,39.448,41.6,41.721,39.191,53.11K,-5.20%
119,2020-01-03,42.241,39.443,42.361,38.841,46.19K,7.08%
118,2020-01-04,42.828,42.266,42.849,41.791,32.09K,1.39%
117,2020-01-05,43.267,42.828,44.569,42.636,41.71K,1.03%
116,2020-01-06,45.785,43.241,46.049,43.199,46.80K,5.82%
115,2020-01-07,46.386,45.785,46.792,44.509,47.52K,1.31%
114,2020-01-08,45.321,46.299,48.499,44.199,40.21K,-2.30%
113,2020-01-09,44.799,45.321,45.781,43.949,34.18K,-1.15%
112,2020-01-10,49.049,44.799,49.649,43.799,90.08K,9.49%
111,2020-01-11,49.349,49.049,51.899,47.81,94.38K,0.61%
110,2020-01-12,51.44,49.319,51.69,48.825,74.66K,4.24%
109,2020-01-13,49.604,51.44,51.575,48.919,47.32K,-3.57%
108,2020-01-14,58.421,49.604,60.745,49.604,183.85K,17.77%
107,2020-01-15,58.149,58.373,60.299,55.349,96.88K,-0.47%
106,2020-01-16,57.599,58.149,58.449,54.777,63.11K,-0.95%
105,2020-01-17,61.056,57.599,63.164,56.799,87.16K,6.00%
104,2020-01-18,59.367,61.056,62.45,58.033,62.51K,-2.77%
103,2020-01-19,57.609,59.367,62.698,55.454,573.57K,-2.96%
102,2020-01-20,57.214,57.608,58.258,55.849,449.63K,-0.69%
101,2020-01-21,57.545,57.257,58.048,55.959,350.34K,0.58%
100,2020-01-22,58.328,57.545,59.28,57.188,433.37K,1.36%
99,2020-01-23,54.54,58.371,58.371,52.453,601.93K,-6.49%
98,2020-01-24,54.401,54.549,55.43,50.718,673.17K,-0.25%
97,2020-01-25,53.239,54.419,54.419,52.309,376.61K,-2.14%
96,2020-01-26,56.256,53.237,56.617,52.849,433.45K,5.67%
95,2020-01-27,58.549,56.259,59.627,55.948,556.65K,4.08%
94,2020-01-28,60.567,58.574,61.542,57.381,651.23K,3.45%
93,2020-01-29,59.795,60.57,62.444,59.455,579.03K,-1.27%
92,2020-01-30,67.946,59.795,70.08,58.303,1.15M,13.63%
91,2020-01-31,68.015,67.946,69.83,65.409,1.02M,0.10%
90,2020-02-01,70.752,67.986,72.888,67.608,995.39K,4.02%
89,2020-02-02,70,70.754,73.406,67.743,673.25K,-1.06%
88,2020-02-03,69.743,69.999,72.947,68.565,657.97K,-0.37%
87,2020-02-04,67.976,69.743,70.444,66.706,594.62K,-2.53%
86,2020-02-05,72.544,68.013,73.399,67.655,619.20K,6.72%
85,2020-02-06,73.597,72.544,74.998,70.937,757.54K,1.45%
84,2020-02-07,74.383,73.597,75.401,72.855,812.93K,1.07%
83,2020-02-08,76.578,74.383,77.846,71.611,957.41K,2.95%
82,2020-02-09,77.021,76.559,78.394,75.103,753.47K,0.58%
81,2020-02-10,74.121,76.986,77.445,72.375,923.97K,-3.77%
80,2020-02-11,76.469,74.081,77.388,72.691,842.01K,3.17%
79,2020-02-12,81.189,76.46,82.74,76.451,1.01M,6.17%
78,2020-02-13,80.575,81.24,84.232,77.34,1.67M,-0.76%
77,2020-02-14,83.044,80.555,83.644,78.682,832.31K,3.06%
76,2020-02-15,76.832,82.961,83.445,75.099,1.06M,-7.48%
75,2020-02-16,74.757,76.775,80.73,68.017,1.77M,-2.70%
74,2020-02-17,73.436,74.677,75.493,68.588,1.47M,-1.77%
73,2020-02-18,77.099,73.449,78.851,70.175,964.43K,4.99%
72,2020-02-19,70.815,77.149,79.191,68.592,1.42M,-8.15%
71,2020-02-20,69.431,70.801,72.48,66.298,1.46M,-1.95%
70,2020-02-21,73.233,69.36,75.271,68.599,1.11M,5.48%
69,2020-02-22,74.85,73.213,76.642,72.275,1.06M,2.21%
68,2020-02-23,79.499,74.855,79.898,74.76,1.01M,6.21%
67,2020-02-24,75.558,79.484,79.634,71.895,1.35M,-4.96%
66,2020-02-25,71.105,75.66,76.07,69.717,1.11M,-5.89%
65,2020-02-26,60.646,71.065,72.196,57.699,1.78M,-14.71%
64,2020-02-27,61.736,60.599,65.044,57.304,1.48M,1.80%
63,2020-02-28,59.907,61.793,63.329,56.833,1.10M,-2.96%
62,2020-02-29,58.059,59.885,61.641,57.918,688.33K,-3.08%
61,2020-03-01,57.752,58.075,60.236,56.245,719.48K,-0.53%
60,2020-03-02,61.421,57.608,62.274,57.276,813.38K,6.35%
59,2020-03-03,61.038,61.441,62.33,59.507,661.00K,-0.62%
58,2020-03-04,60.372,61.035,61.747,58.816,634.41K,-1.09%
57,2020-03-05,62.064,60.352,63.199,60.316,674.61K,2.80%
56,2020-03-06,63.21,62.064,63.754,61.209,676.67K,1.85%
55,2020-03-07,60.459,63.244,63.817,60.088,498.28K,-4.35%
54,2020-03-08,50.997,60.455,60.455,50.615,883.70K,-15.65%
53,2020-03-09,50.41,50.998,52.237,46.723,1.33M,-1.15%
52,2020-03-10,50.222,50.4,51.39,48.999,776.75K,-0.37%
51,2020-03-11,48.487,50.294,50.748,45.46,817.22K,-3.45%
50,2020-03-12,29.822,48.527,48.742,28.732,4.13M,-38.49%
49,2020-03-13,37.561,29.766,39.9,23.096,5.07M,25.95%
48,2020-03-14,34.456,37.527,37.633,33.819,1.23M,-8.27%
47,2020-03-15,36.406,34.402,38.641,34.058,1.26M,5.66%
46,2020-03-16,33.229,36.396,36.409,29.404,2.12M,-8.73%
45,2020-03-17,34.151,33.231,35.831,32.433,1.17M,2.77%
44,2020-03-18,34.73,34.081,34.819,32.32,980.88K,1.70%
43,2020-03-19,38.938,34.721,40.703,34.008,1.25M,12.12%
42,2020-03-20,38.178,38.933,43.716,34.383,1.72M,-1.95%
41,2020-03-21,38.343,38.156,39.745,36.315,885.73K,0.43%
40,2020-03-22,35.524,38.36,39.681,34.905,856.81K,-7.35%
39,2020-03-23,38.914,35.437,39.86,34.704,1.18M,9.54%
38,2020-03-24,40.545,38.882,40.926,38.219,769.54K,4.19%
37,2020-03-25,39.149,40.53,40.972,38.157,720.69K,-3.44%
36,2020-03-26,40.351,39.18,40.414,38.451,595.07K,3.07%
35,2020-03-27,38.035,40.353,41.11,37.872,660.11K,-5.74%
34,2020-03-28,38.805,38.065,39.387,36.659,777.22K,2.02%
33,2020-03-29,37.111,38.872,39.113,37.003,443.27K,-4.37%
32,2020-03-30,38.91,37.126,39.673,37.114,553.44K,4.85%
31,2020-03-31,39.062,38.931,39.323,38.387,495.59K,0.39%
30,2020-04-01,39.223,39.064,39.431,37.18,582.77K,0.41%
29,2020-04-02,39.924,39.255,42.805,38.999,930.88K,1.79%
28,2020-04-03,40.491,39.897,41.249,39.648,777.63K,1.42%
27,2020-04-04,40.709,40.491,41.104,39.914,648.49K,0.54%
26,2020-04-05,40.34,40.721,40.959,39.938,385.60K,-0.91%
25,2020-04-06,45.041,40.338,45.092,40.311,738.30K,11.65%
24,2020-04-07,44.831,45.035,47.618,43.789,998.43K,-0.47%
23,2020-04-08,46.512,44.831,47.165,44.285,753.26K,3.75%
22,2020-04-09,46.176,46.512,46.853,44.81,607.57K,-0.72%
21,2020-04-10,42.259,46.174,46.412,40.87,827.16K,-8.48%
20,2020-04-11,42.523,42.255,43.162,41.435,286.52K,0.62%
19,2020-04-12,41.957,42.504,43.599,41.845,639.56K,-1.33%
18,2020-04-13,41.229,41.979,41.979,39.635,682.23K,-1.74%
17,2020-04-14,41.218,41.219,41.871,40.537,401.09K,-0.03%
16,2020-04-15,39.206,41.203,41.689,39.128,403.27K,-4.88%
15,2020-04-16,42.498,39.157,43.759,38.025,1.02M,8.40%
14,2020-04-17,42.222,42.498,43.046,41.579,403.04K,-0.65%
13,2020-04-18,44.125,42.181,44.439,41.994,500.44K,4.51%
12,2020-04-19,42.247,44.165,44.332,41.65,437.59K,-4.26%
11,2020-04-20,40.223,42.239,43.22,39.637,691.86K,-4.79%
10,2020-04-21,40.595,40.218,41.33,40.01,450.81K,0.92%
9,2020-04-22,41.839,40.573,42.29,40.264,387.00K,3.06%
8,2020-04-23,42.979,41.825,43.844,40.974,761.77K,2.72%
7,2020-04-24,44.493,42.952,44.904,42.803,753.41K,3.52%
6,2020-04-25,44.399,44.505,45.584,43.867,672.52K,-0.21%
5,2020-04-26,44.567,44.36,45.366,43.867,469.28K,0.38%
4,2020-04-27,44.517,44.581,45.185,43.194,645.74K,-0.11%
3,2020-04-28,45.681,44.508,46.089,43.412,604.14K,2.61%
2,2020-04-29,48.8,45.643,49.885,45.638,1.24M,6.83%
1,2020-04-30,46.358,48.816,50.817,45.633,1.39M,-5.00%
0,2020-05-01,47.05,46.344,48.241,46.321,561.24K,1.49%
