,Date,Price,Open,High,Low,Vol.,Change %
334,2019-06-02,8728.6,"8,545.8","8,807.7","8,534.8",614.54K,2.14%
333,2019-06-03,8124.8,"8,728.6","8,734.9","8,102.7",739.45K,-6.92%
332,2019-06-04,7685.5,"8,118.1","8,118.1","7,494.0",966.95K,-5.41%
331,2019-06-05,7779.1,"7,685.6","7,885.0","7,590.4",762.94K,1.22%
330,2019-06-06,7784.9,"7,779.6","7,861.4","7,480.4",651.82K,0.08%
329,2019-06-07,7985.2,"7,785.8","8,099.4","7,749.4",588.87K,2.57%
328,2019-06-08,7901.4,"7,985.3","8,044.4","7,770.5",485.81K,-1.05%
327,2019-06-09,7635.0,"7,901.6","7,937.5","7,516.9",554.48K,-3.37%
326,2019-06-10,7987.8,"7,635.0","8,012.8","7,523.6",641.38K,4.62%
325,2019-06-11,7888.0,"7,987.8","8,010.4","7,714.5",579.00K,-1.25%
324,2019-06-12,8133.1,"7,888.0","8,198.1","7,805.8",607.89K,3.11%
323,2019-06-13,8219.0,"8,132.4","8,306.1","8,028.6",574.21K,1.06%
322,2019-06-14,8656.1,"8,218.6","8,685.3","8,153.2",643.17K,5.32%
321,2019-06-15,8812.5,"8,655.8","8,856.7","8,582.3",608.69K,1.81%
320,2019-06-16,8962.5,"8,812.2","9,332.0","8,771.1",849.77K,1.70%
319,2019-06-17,9318.8,"8,961.0","9,438.1","8,959.8",738.80K,3.98%
318,2019-06-18,9080.6,"9,318.9","9,336.1","8,962.7",723.17K,-2.56%
317,2019-06-19,9255.4,"9,080.7","9,295.1","9,044.0",587.57K,1.93%
316,2019-06-20,9517.0,"9,255.0","9,583.9","9,188.4",693.62K,2.83%
315,2019-06-21,10179.3,"9,517.7","10,184.3","9,517.4",769.12K,6.96%
314,2019-06-22,10721.7,"10,178.1","11,160.5","10,031.3",1.09M,5.33%
313,2019-06-23,10897.1,"10,721.5","11,361.3","10,557.8",683.79K,1.64%
312,2019-06-24,11046.4,"10,897.3","11,114.4","10,622.6",566.96K,1.37%
311,2019-06-25,11809.9,"11,046.6","11,833.9","11,033.7",781.09K,6.91%
310,2019-06-26,13063.8,"11,811.6","13,929.8","11,747.3",1.48M,10.62%
309,2019-06-27,11287.8,"13,062.4","13,422.0","10,493.5",1.59M,-13.59%
308,2019-06-28,12409.1,"11,288.4","12,461.8","10,970.5",1.09M,9.93%
307,2019-06-29,11906.5,"12,408.0","12,422.9","11,490.8",834.62K,-4.05%
306,2019-06-30,10818.6,"11,906.0","12,179.3","10,765.4",880.77K,-9.14%
305,2019-07-01,10616.6,"10,821.4","11,254.5","10,041.6",1.04M,-1.87%
304,2019-07-02,10835.9,"10,615.5","10,923.5","9,728.5",1.12M,2.07%
303,2019-07-03,11900.8,"10,835.9","11,931.8","10,835.9",998.73K,9.83%
302,2019-07-04,11163.1,"11,899.3","11,948.0","11,087.1",840.34K,-6.20%
301,2019-07-05,10970.2,"11,159.7","11,381.8","10,810.3",772.67K,-1.73%
300,2019-07-06,11268.0,"10,969.8","11,650.2","10,967.9",688.96K,2.71%
299,2019-07-07,11415.9,"11,267.9","11,524.6","11,108.1",601.93K,1.31%
298,2019-07-08,12252.6,"11,415.8","12,332.3","11,304.8",695.60K,7.33%
297,2019-07-09,12541.5,"12,250.6","12,772.9","12,111.2",847.84K,2.36%
296,2019-07-10,12110.6,"12,542.8","13,134.4","11,594.9",1.11M,-3.44%
295,2019-07-11,11342.3,"12,111.6","12,111.6","11,029.0",943.13K,-6.34%
294,2019-07-12,11762.1,"11,343.7","11,881.4","11,109.8",738.17K,3.70%
293,2019-07-13,11364.9,"11,762.8","11,798.4","10,839.4",747.71K,-3.38%
292,2019-07-14,10200.1,"11,364.3","11,448.7","10,128.9",840.76K,-10.25%
291,2019-07-15,10845.9,"10,199.9","11,064.7","9,885.4",956.52K,6.33%
290,2019-07-16,9424.8,"10,844.0","11,019.5","9,375.3",1.05M,-13.10%
289,2019-07-17,9723.2,"9,425.1","9,983.6","9,082.6",1.03M,3.17%
288,2019-07-18,10651.4,"9,723.1","10,787.1","9,390.0",974.49K,9.55%
287,2019-07-19,10571.5,"10,651.6","10,758.4","10,160.7",727.79K,-0.75%
286,2019-07-20,10826.7,"10,571.9","11,155.6","10,462.0",668.94K,2.41%
285,2019-07-21,10714.4,"10,827.0","10,883.8","10,442.5",562.17K,-1.04%
284,2019-07-22,10412.5,"10,715.1","10,806.3","10,196.5",591.27K,-2.82%
283,2019-07-23,9888.7,"10,412.8","10,414.7","9,865.4",663.38K,-5.03%
282,2019-07-24,9804.3,"9,887.2","9,945.3","9,584.0",639.54K,-0.85%
281,2019-07-25,9945.3,"9,804.7","10,203.5","9,776.6",545.85K,1.44%
280,2019-07-26,9831.0,"9,945.2","10,436.1","9,724.2",493.75K,-1.15%
279,2019-07-27,9492.1,"9,830.4","10,232.3","9,389.1",661.89K,-3.45%
278,2019-07-28,9727.8,"9,491.1","9,798.5","9,401.1",518.59K,2.48%
277,2019-07-29,9580.9,"9,728.5","9,835.4","9,502.5",510.90K,-1.51%
276,2019-07-30,9580.7,"9,580.0","9,703.0","9,483.0",511.51K,-0.00%
275,2019-07-31,10082.0,"9,580.3","10,100.0","9,562.4",589.84K,5.23%
274,2019-08-01,10380.0,"10,081.9","10,459.0","9,890.6",608.37K,2.96%
273,2019-08-02,10520.1,"10,380.5","10,664.8","10,330.5",578.29K,1.35%
272,2019-08-03,10815.7,"10,519.9","10,893.6","10,504.5",508.75K,2.81%
271,2019-08-04,10934.6,"10,816.1","11,017.7","10,568.8",585.71K,1.10%
270,2019-08-05,11816.8,"10,934.8","11,922.3","10,934.8",769.63K,8.07%
269,2019-08-06,11480.9,"11,817.6","12,291.9","11,237.0",807.58K,-2.84%
268,2019-08-07,12013.9,"11,481.0","12,114.5","11,406.4",702.85K,4.64%
267,2019-08-08,12191.6,"12,015.9","12,236.6","11,727.0",592.15K,1.48%
266,2019-08-09,12089.8,"12,190.0","12,225.3","11,885.0",558.72K,-0.84%
265,2019-08-10,11314.5,"12,090.5","12,185.0","11,281.6",570.74K,-6.41%
264,2019-08-11,11517.2,"11,314.6","11,728.4","11,146.1",435.83K,1.79%
263,2019-08-12,11394.2,"11,505.1","11,508.6","11,267.3",391.08K,-1.07%
262,2019-08-13,10892.9,"11,395.0","11,445.6","10,793.2",540.78K,-4.40%
261,2019-08-14,10049.4,"10,894.2","10,894.5","9,965.5",745.59K,-7.74%
260,2019-08-15,10303.4,"10,053.3","10,448.2","9,580.1",930.05K,2.53%
259,2019-08-16,10335.6,"10,300.9","10,734.0","9,788.6",798.67K,0.31%
258,2019-08-17,10218.1,"10,335.5","10,460.7","10,016.3",497.77K,-1.14%
257,2019-08-18,10312.7,"10,219.3","10,494.9","10,086.7",441.11K,0.93%
256,2019-08-19,10910.7,"10,312.8","10,923.9","10,267.8",519.01K,5.80%
255,2019-08-20,10752.6,"10,911.2","10,941.6","10,581.0",515.47K,-1.45%
254,2019-08-21,10141.5,"10,753.3","10,797.8","9,908.0",717.65K,-5.68%
253,2019-08-22,10105.0,"10,141.1","10,218.2","9,777.0",520.75K,-0.36%
252,2019-08-23,10388.7,"10,104.9","10,434.3","9,921.4",436.26K,2.81%
251,2019-08-24,10131.0,"10,389.4","10,415.9","9,917.5",463.85K,-2.48%
250,2019-08-25,10136.3,"10,132.1","10,307.0","9,935.2",422.53K,0.05%
249,2019-08-26,10371.8,"10,136.0","10,568.2","10,136.0",568.77K,2.32%
248,2019-08-27,10184.8,"10,372.2","10,387.6","10,060.2",419.81K,-1.80%
247,2019-08-28,9729.4,"10,184.7","10,271.3","9,629.6",580.29K,-4.47%
246,2019-08-29,9491.0,"9,729.1","9,729.1","9,343.0",509.13K,-2.45%
245,2019-08-30,9585.4,"9,494.1","9,675.7","9,370.2",413.92K,0.99%
244,2019-08-31,9594.4,"9,585.5","9,677.5","9,457.3",311.49K,0.09%
243,2019-09-01,9729.3,"9,594.7","9,799.5","9,533.6",322.66K,1.41%
242,2019-09-02,10348.8,"9,728.8","10,431.5","9,720.3",542.79K,6.37%
241,2019-09-03,10612.3,"10,348.1","10,756.8","10,283.5",578.79K,2.55%
240,2019-09-04,10568.2,"10,611.6","10,783.6","10,388.6",504.45K,-0.42%
239,2019-09-05,10566.9,"10,567.8","10,630.7","10,469.9",402.09K,-0.01%
238,2019-09-06,10309.3,"10,566.7","10,896.2","10,227.4",643.02K,-2.44%
237,2019-09-07,10461.1,"10,306.9","10,556.4","10,302.3",393.57K,1.47%
236,2019-09-08,10402.8,"10,461.6","10,578.0","10,266.3",339.73K,-0.56%
235,2019-09-09,10309.0,"10,402.1","10,478.0","10,095.7",473.76K,-0.90%
234,2019-09-10,10105.4,"10,308.7","10,379.8","9,970.7",383.22K,-1.98%
233,2019-09-11,10162.5,"10,104.9","10,257.5","9,908.9",413.06K,0.57%
232,2019-09-12,10415.1,"10,162.4","10,447.9","10,051.0",413.22K,2.49%
231,2019-09-13,10342.1,"10,415.2","10,441.4","10,174.1",365.52K,-0.70%
230,2019-09-14,10337.3,"10,342.2","10,421.4","10,253.7",326.44K,-0.05%
229,2019-09-15,10311.5,"10,337.3","10,360.4","10,272.0",255.79K,-0.25%
228,2019-09-16,10255.5,"10,311.3","10,360.5","10,108.5",372.53K,-0.54%
227,2019-09-17,10195.7,"10,254.6","10,273.6","10,153.5",321.64K,-0.58%
226,2019-09-18,10164.7,"10,195.7","10,257.5","10,119.3",318.82K,-0.30%
225,2019-09-19,10250.5,"10,164.6","10,297.6","9,707.6",542.25K,0.84%
224,2019-09-20,10172.7,"10,251.5","10,279.5","10,088.6",362.07K,-0.76%
223,2019-09-21,9993.0,"10,172.8","10,177.9","9,939.8",326.17K,-1.77%
222,2019-09-22,10031.6,"9,993.0","10,075.0","9,870.9",337.06K,0.39%
221,2019-09-23,9702.2,"10,031.3","10,048.8","9,656.3",431.10K,-3.28%
220,2019-09-24,8513.9,"9,702.7","9,793.8","8,069.4",933.16K,-12.25%
219,2019-09-25,8432.4,"8,512.3","8,729.8","8,245.1",696.11K,-0.96%
218,2019-09-26,8063.8,"8,432.5","8,463.1","7,773.6",731.03K,-4.37%
217,2019-09-27,8184.9,"8,063.8","8,257.4","7,882.1",561.40K,1.50%
216,2019-09-28,8208.5,"8,184.5","8,297.2","8,031.1",457.79K,0.29%
215,2019-09-29,8049.1,"8,208.0","8,226.8","7,922.1",418.48K,-1.94%
214,2019-09-30,8284.3,"8,048.9","8,318.5","7,749.0",600.26K,2.92%
213,2019-10-01,8302.7,"8,285.0","8,486.2","8,187.9",533.95K,0.22%
212,2019-10-02,8364.1,"8,302.7","8,374.0","8,167.7",405.86K,0.74%
211,2019-10-03,8226.9,"8,363.6","8,391.7","8,090.1",460.97K,-1.64%
210,2019-10-04,8148.1,"8,227.6","8,233.6","8,041.4",416.92K,-0.96%
209,2019-10-05,8127.3,"8,148.0","8,185.1","8,030.6",360.92K,-0.25%
208,2019-10-06,7881.9,"8,127.3","8,145.5","7,834.9",448.80K,-3.02%
207,2019-10-07,8198.6,"7,882.6","8,293.5","7,797.0",604.74K,4.02%
206,2019-10-08,8182.9,"8,198.5","8,323.1","8,118.1",469.04K,-0.19%
205,2019-10-09,8566.7,"8,180.1","8,655.9","8,122.7",636.43K,4.69%
204,2019-10-10,8562.3,"8,566.8","8,638.5","8,438.7",511.46K,-0.05%
203,2019-10-11,8267.8,"8,562.2","8,751.1","8,249.7",667.86K,-3.44%
202,2019-10-12,8304.4,"8,267.6","8,394.8","8,260.9",424.02K,0.44%
201,2019-10-13,8281.5,"8,304.3","8,450.2","8,190.6",419.87K,-0.28%
200,2019-10-14,8353.3,"8,281.3","8,374.3","8,222.2",505.02K,0.87%
199,2019-10-15,8167.2,"8,353.4","8,400.2","8,139.5",469.73K,-2.23%
198,2019-10-16,8000.4,"8,167.1","8,185.9","7,929.8",538.92K,-2.04%
197,2019-10-17,8073.3,"8,000.4","8,118.2","7,944.4",444.95K,0.91%
196,2019-10-18,7948.5,"8,073.3","8,116.4","7,842.0",505.79K,-1.55%
195,2019-10-19,7957.3,"7,948.3","8,060.2","7,892.4",428.83K,0.11%
194,2019-10-20,8223.4,"7,957.4","8,288.5","7,889.6",513.91K,3.34%
193,2019-10-21,8208.2,"8,224.1","8,315.3","8,155.7",489.40K,-0.18%
192,2019-10-22,8031.4,"8,207.4","8,289.1","8,017.7",570.39K,-2.15%
191,2019-10-23,7477.0,"8,031.0","8,055.0","7,329.2",892.08K,-6.90%
190,2019-10-24,7422.7,"7,476.8","7,501.5","7,366.3",586.49K,-0.73%
189,2019-10-25,8658.3,"7,422.8","8,697.7","7,404.9",1.18M,16.65%
188,2019-10-26,9230.6,"8,658.4","10,540.0","8,061.8",1.78M,6.61%
187,2019-10-27,9529.6,"9,230.6","9,773.2","9,081.0",1.16M,3.24%
186,2019-10-28,9207.2,"9,530.1","9,866.9","9,202.5",1.04M,-3.38%
185,2019-10-29,9411.3,"9,206.5","9,531.3","9,125.3",918.48K,2.22%
184,2019-10-30,9157.9,"9,411.3","9,411.3","9,018.4",789.73K,-2.69%
183,2019-10-31,9152.6,"9,157.9","9,378.9","8,959.6",798.93K,-0.06%
182,2019-11-01,9230.1,"9,153.1","9,270.4","9,057.2",689.65K,0.85%
181,2019-11-02,9300.6,"9,230.3","9,356.7","9,201.2",570.74K,0.76%
180,2019-11-03,9198.3,"9,300.5","9,359.1","9,095.0",536.56K,-1.10%
179,2019-11-04,9396.4,"9,198.7","9,500.4","9,134.1",681.01K,2.15%
178,2019-11-05,9310.8,"9,396.1","9,452.7","9,193.9",653.42K,-0.91%
177,2019-11-06,9338.9,"9,311.2","9,424.6","9,262.7",578.03K,0.30%
176,2019-11-07,9223.5,"9,339.2","9,367.0","9,130.0",603.54K,-1.24%
175,2019-11-08,8778.2,"9,223.6","9,254.8","8,722.4",791.79K,-4.83%
174,2019-11-09,8804.5,"8,778.1","8,877.5","8,746.9",512.02K,0.30%
173,2019-11-10,9036.8,"8,804.7","9,092.9","8,763.5",581.57K,2.64%
172,2019-11-11,8736.9,"9,036.9","9,066.4","8,649.4",601.16K,-3.32%
171,2019-11-12,8812.6,"8,737.4","8,841.2","8,615.7",575.16K,0.87%
170,2019-11-13,8783.1,"8,813.2","8,829.7","8,721.1",454.33K,-0.33%
169,2019-11-14,8661.2,"8,782.9","8,799.8","8,615.8",515.43K,-1.39%
168,2019-11-15,8476.3,"8,660.8","8,761.8","8,437.1",653.71K,-2.13%
167,2019-11-16,8497.3,"8,476.2","8,532.8","8,450.7",471.16K,0.25%
166,2019-11-17,8509.8,"8,497.4","8,631.7","8,413.0",531.22K,0.15%
165,2019-11-18,8208.4,"8,510.3","8,516.3","8,110.4",692.60K,-3.54%
164,2019-11-19,8145.7,"8,207.7","8,245.6","8,032.8",654.27K,-0.76%
163,2019-11-20,8099.3,"8,145.7","8,223.0","8,074.2",607.27K,-0.57%
162,2019-11-21,7627.9,"8,099.4","8,129.6","7,519.7",891.50K,-5.82%
161,2019-11-22,7272.5,"7,627.9","7,700.9","6,818.5",1.41M,-4.66%
160,2019-11-23,7324.1,"7,271.6","7,342.5","7,093.7",783.18K,0.71%
159,2019-11-24,6924.7,"7,325.0","7,344.1","6,894.9",904.50K,-5.45%
158,2019-11-25,7115.6,"6,924.7","7,352.8","6,534.8",1.29M,2.76%
157,2019-11-26,7162.8,"7,115.5","7,329.5","7,045.1",844.27K,0.66%
156,2019-11-27,7510.6,"7,162.8","7,636.9","6,875.4",996.49K,4.86%
155,2019-11-28,7426.7,"7,510.6","7,639.5","7,380.6",737.58K,-1.12%
154,2019-11-29,7742.7,"7,426.6","7,825.3","7,412.3",766.71K,4.26%
153,2019-11-30,7546.6,"7,742.7","7,787.7","7,472.7",650.60K,-2.53%
152,2019-12-01,7396.4,"7,546.5","7,546.5","7,244.4",777.00K,-1.99%
151,2019-12-02,7298.2,"7,395.9","7,433.8","7,173.6",687.78K,-1.33%
150,2019-12-03,7291.8,"7,298.1","7,389.4","7,227.1",548.77K,-0.09%
149,2019-12-04,7204.4,"7,291.9","7,702.2","7,113.6",971.75K,-1.20%
148,2019-12-05,7399.2,"7,204.6","7,476.3","7,184.0",780.78K,2.70%
147,2019-12-06,7530.8,"7,399.2","7,552.1","7,329.8",706.10K,1.78%
146,2019-12-07,7510.9,"7,530.4","7,595.7","7,489.6",557.14K,-0.26%
145,2019-12-08,7524.4,"7,510.8","7,576.4","7,416.7",499.04K,0.18%
144,2019-12-09,7355.8,"7,524.8","7,626.0","7,321.6",648.66K,-2.24%
143,2019-12-10,7235.7,"7,356.2","7,400.3","7,192.1",609.50K,-1.63%
142,2019-12-11,7208.0,"7,235.8","7,284.4","7,168.8",518.40K,-0.38%
141,2019-12-12,7208.0,"7,208.0","7,272.4","7,124.6",611.80K,0.00%
140,2019-12-13,7255.2,"7,208.4","7,288.0","7,200.3",503.49K,0.65%
139,2019-12-14,7080.8,"7,255.2","7,267.4","7,043.3",524.56K,-2.40%
138,2019-12-15,7128.5,"7,080.8","7,175.8","7,033.8",492.58K,0.67%
137,2019-12-16,6903.5,"7,128.5","7,153.1","6,864.6",689.56K,-3.16%
136,2019-12-17,6613.3,"6,903.5","6,943.5","6,575.0",894.55K,-4.20%
135,2019-12-18,7276.0,"6,613.5","7,387.7","6,462.2",1.14M,10.02%
134,2019-12-19,7165.5,"7,276.4","7,354.0","7,039.3",778.72K,-1.52%
133,2019-12-20,7196.4,"7,165.5","7,218.4","7,107.7",627.04K,0.43%
132,2019-12-21,7156.2,"7,196.4","7,197.6","7,129.6",468.74K,-0.56%
131,2019-12-22,7495.8,"7,156.3","7,501.1","7,142.0",677.94K,4.74%
130,2019-12-23,7322.8,"7,496.2","7,684.0","7,276.2",952.16K,-2.31%
129,2019-12-24,7268.3,"7,322.4","7,433.2","7,185.7",785.54K,-0.74%
128,2019-12-25,7224.8,"7,268.3","7,542.4","7,150.9",625.41K,-0.60%
127,2019-12-26,7210.9,"7,225.0","7,414.3","7,177.3",795.09K,-0.19%
126,2019-12-27,7261.7,"7,210.8","7,293.8","7,128.5",718.07K,0.70%
125,2019-12-28,7321.5,"7,261.9","7,375.9","7,256.5",610.96K,0.82%
124,2019-12-29,7397.5,"7,321.6","7,518.9","7,303.0",611.69K,1.04%
123,2019-12-30,7261.8,"7,397.5","7,420.9","7,244.1",606.11K,-1.84%
122,2019-12-31,7196.4,"7,261.5","7,331.0","7,167.4",586.60K,-0.90%
121,2020-01-01,7199.8,"7,196.4","7,259.4","7,180.0",420.28K,0.05%
120,2020-01-02,6967.0,"7,199.7","7,209.6","6,901.4",632.78K,-3.23%
119,2020-01-03,7343.1,"6,967.1","7,402.9","6,884.1",936.29K,5.40%
118,2020-01-04,7376.8,"7,345.1","7,433.1","7,291.4",523.91K,0.46%
117,2020-01-05,7372.5,"7,376.8","7,501.0","7,345.6",628.14K,-0.06%
116,2020-01-06,7759.1,"7,372.6","7,783.1","7,366.7",786.75K,5.24%
115,2020-01-07,8155.7,"7,759.1","8,182.0","7,754.1",1.01M,5.11%
114,2020-01-08,8059.6,"8,154.2","8,436.4","7,900.8",1.19M,-1.18%
113,2020-01-09,7842.4,"8,060.0","8,065.9","7,779.2",786.50K,-2.70%
112,2020-01-10,8187.1,"7,842.5","8,187.4","7,697.7",1.05M,4.40%
111,2020-01-11,8024.1,"8,187.8","8,262.9","8,008.4",776.75K,-1.99%
110,2020-01-12,8187.6,"8,023.3","8,189.9","7,973.1",595.22K,2.04%
109,2020-01-13,8111.4,"8,188.3","8,196.7","8,068.4",610.66K,-0.93%
108,2020-01-14,8829.2,"8,111.2","8,898.7","8,111.2",1.48M,8.85%
107,2020-01-15,8818.3,"8,827.9","8,904.0","8,615.5",1.17M,-0.12%
106,2020-01-16,8726.9,"8,818.1","8,850.0","8,605.8",748.32K,-1.04%
105,2020-01-17,8913.1,"8,726.7","9,005.1","8,675.9",794.11K,2.13%
104,2020-01-18,8916.3,"8,913.0","8,982.3","8,814.6",627.74K,0.04%
103,2020-01-19,8706.2,"8,916.3","9,183.7","8,552.8",975.01K,-2.36%
102,2020-01-20,8641.9,"8,705.7","8,740.1","8,539.2",599.06K,-0.74%
101,2020-01-21,8732.6,"8,642.0","8,770.3","8,524.0",540.20K,1.05%
100,2020-01-22,8678.5,"8,733.0","8,805.4","8,610.8",509.06K,-0.62%
99,2020-01-23,8405.1,"8,678.5","8,687.3","8,309.6",722.67K,-3.15%
98,2020-01-24,8439.9,"8,404.9","8,522.0","8,242.6",617.02K,0.41%
97,2020-01-25,8341.6,"8,439.9","8,447.6","8,277.2",444.00K,-1.17%
96,2020-01-26,8607.8,"8,341.6","8,607.8","8,304.9",468.34K,3.19%
95,2020-01-27,8866.6,"8,608.1","8,983.1","8,585.6",706.45K,3.01%
94,2020-01-28,9377.3,"8,866.6","9,389.5","8,866.6",954.20K,5.76%
93,2020-01-29,9298.9,"9,377.3","9,428.7","9,250.9",749.88K,-0.84%
92,2020-01-30,9507.3,"9,299.1","9,569.0","9,209.2",765.21K,2.24%
91,2020-01-31,9349.1,"9,508.3","9,525.0","9,222.3",633.37K,-1.66%
90,2020-02-01,9381.6,"9,349.3","9,458.8","9,301.5",458.42K,0.35%
89,2020-02-02,9334.9,"9,381.5","9,465.4","9,183.1",683.37K,-0.50%
88,2020-02-03,9296.6,"9,334.6","9,582.8","9,243.1",701.39K,-0.41%
87,2020-02-04,9193.9,"9,296.5","9,347.5","9,193.9",651.68K,-1.10%
86,2020-02-05,9611.8,"9,194.1","9,726.8","9,179.9",771.46K,4.54%
85,2020-02-06,9772.0,"9,611.8","9,854.9","9,536.1",778.67K,1.67%
84,2020-02-07,9818.6,"9,771.9","9,872.5","9,738.7",608.96K,0.48%
83,2020-02-08,9895.5,"9,817.3","9,931.2","9,673.2",551.31K,0.78%
82,2020-02-09,10151.5,"9,895.4","10,157.1","9,882.7",617.35K,2.59%
81,2020-02-10,9854.1,"10,151.5","10,181.7","9,774.8",781.22K,-2.93%
80,2020-02-11,10229.5,"9,854.0","10,314.1","9,725.1",791.28K,3.81%
79,2020-02-12,10317.7,"10,229.3","10,435.6","10,229.3",803.25K,0.86%
78,2020-02-13,10235.1,"10,321.9","10,482.6","10,116.9",940.30K,-0.80%
77,2020-02-14,10333.0,"10,235.5","10,372.4","10,125.2",732.51K,0.96%
76,2020-02-15,9907.7,"10,336.0","10,369.8","9,831.7",808.81K,-4.12%
75,2020-02-16,9932.3,"9,907.4","10,056.4","9,654.9",808.91K,0.25%
74,2020-02-17,9701.4,"9,931.7","9,951.5","9,468.9",961.88K,-2.32%
73,2020-02-18,10158.4,"9,701.5","10,230.1","9,601.6",945.91K,4.71%
72,2020-02-19,9609.4,"10,158.6","10,230.9","9,424.3",905.95K,-5.40%
71,2020-02-20,9602.4,"9,611.9","9,681.4","9,448.9",870.80K,-0.07%
70,2020-02-21,9684.5,"9,602.2","9,747.1","9,574.5",716.61K,0.85%
69,2020-02-22,9655.7,"9,684.5","9,706.5","9,569.8",589.88K,-0.30%
68,2020-02-23,9942.7,"9,655.6","9,965.6","9,653.4",775.88K,2.97%
67,2020-02-24,9662.7,"9,943.2","9,981.0","9,507.0",980.00K,-2.82%
66,2020-02-25,9317.2,"9,662.6","9,672.3","9,269.8",937.97K,-3.57%
65,2020-02-26,8800.3,"9,317.1","9,368.1","8,672.0",1.32M,-5.55%
64,2020-02-27,8818.6,"8,800.1","8,968.3","8,538.5",1.13M,0.21%
63,2020-02-28,8697.5,"8,820.1","8,898.7","8,451.9",1.08M,-1.37%
62,2020-02-29,8543.7,"8,697.1","8,793.7","8,539.8",683.44K,-1.77%
61,2020-03-01,8540.0,"8,543.8","8,737.2","8,437.2",784.05K,-0.04%
60,2020-03-02,8904.8,"8,537.5","8,961.8","8,503.1",1.02M,4.27%
59,2020-03-03,8761.4,"8,906.1","8,911.7","8,669.3",1.01M,-1.61%
58,2020-03-04,8757.9,"8,761.3","8,840.3","8,679.7",759.69K,-0.04%
57,2020-03-05,9060.3,"8,757.9","9,147.3","8,751.5",950.76K,3.45%
56,2020-03-06,9134.8,"9,060.6","9,165.2","9,004.9",1.04M,0.82%
55,2020-03-07,8887.8,"9,134.2","9,180.8","8,848.7",750.65K,-2.70%
54,2020-03-08,8034.1,"8,887.8","8,888.0","8,015.3",1.11M,-9.61%
53,2020-03-09,7933.0,"8,035.8","8,158.8","7,648.7",1.54M,-1.26%
52,2020-03-10,7891.2,"7,933.0","8,145.5","7,740.2",1.20M,-0.53%
51,2020-03-11,7935.1,"7,892.1","7,976.5","7,606.0",1.10M,0.56%
50,2020-03-12,4826.0,"7,935.2","7,963.1","4,546.6",3.22M,-39.18%
49,2020-03-13,5584.3,"4,815.2","5,934.3","3,869.5",4.17M,15.71%
48,2020-03-14,5182.7,"5,589.4","5,634.9","5,072.2",1.69M,-7.19%
47,2020-03-15,5366.3,"5,182.9","5,863.3","5,120.6",1.61M,3.54%
