,Price,Date
92370,0.0,2020-09-06 07:12:00.588485+00:00
92955,0.0,2020-09-06 07:13:00.561319+00:00
93540,7840.0,2020-09-06 07:14:00.591782+00:00
94125,7840.0,2020-09-06 07:15:00.562235+00:00
94710,7840.0,2020-09-06 07:16:00.555738+00:00
95295,7840.0,2020-09-06 07:17:00.540043+00:00
95880,7920.0,2020-09-06 07:18:00.550394+00:00
96465,7970.0,2020-09-06 07:19:00.569848+00:00
97050,7970.0,2020-09-06 07:20:00.557215+00:00
97635,7775.0,2020-09-06 07:21:00.524332+00:00
98220,7775.0,2020-09-06 07:22:00.538131+00:00
98805,7775.0,2020-09-06 07:23:00.588214+00:00
99389,7775.0,2020-09-06 07:24:00.560345+00:00
99973,7775.0,2020-09-06 07:25:00.552574+00:00
100557,7775.0,2020-09-06 07:26:00.564325+00:00
101141,7775.0,2020-09-06 07:27:00.555081+00:00
101725,7775.0,2020-09-06 07:28:00.555918+00:00
102309,7775.0,2020-09-06 07:29:00.536025+00:00
102893,7775.0,2020-09-06 07:30:00.830552+00:00
103477,7775.0,2020-09-06 07:31:00.618594+00:00
104062,7775.0,2020-09-06 07:32:00.587138+00:00
104647,7775.0,2020-09-06 07:33:00.594035+00:00
105232,7775.0,2020-09-06 07:34:00.722969+00:00
105819,7775.0,2020-09-06 07:35:00.643661+00:00
106406,7775.0,2020-09-06 07:36:00.578495+00:00
106993,7775.0,2020-09-06 07:37:00.550456+00:00
107580,7775.0,2020-09-06 07:38:00.615558+00:00
108167,7775.0,2020-09-06 07:39:00.626525+00:00
108754,7775.0,2020-09-06 07:40:00.698239+00:00
109341,7775.0,2020-09-06 07:41:00.553101+00:00
109928,7775.0,2020-09-06 07:42:00.602159+00:00
110515,7775.0,2020-09-06 07:43:00.624201+00:00
111102,7775.0,2020-09-06 07:44:00.561692+00:00
111689,7775.0,2020-09-06 07:45:00.597903+00:00
112276,7775.0,2020-09-06 07:46:00.612471+00:00
112863,7775.0,2020-09-06 07:47:00.571744+00:00
113450,7775.0,2020-09-06 07:48:00.580329+00:00
114037,7775.0,2020-09-06 07:49:00.557037+00:00
114624,7775.0,2020-09-06 07:50:00.584061+00:00
115212,7775.0,2020-09-06 07:51:00.628290+00:00
115802,7775.0,2020-09-06 07:52:00.576047+00:00
116392,7775.0,2020-09-06 07:53:00.571728+00:00
116982,7775.0,2020-09-06 07:54:00.595936+00:00
117572,7775.0,2020-09-06 07:55:00.582281+00:00
118162,7775.0,2020-09-06 07:56:00.553773+00:00
118752,7775.0,2020-09-06 07:57:00.556189+00:00
119342,7775.0,2020-09-06 07:58:00.562464+00:00
119932,7775.0,2020-09-06 07:59:00.558930+00:00
120522,7775.0,2020-09-06 08:00:00.704113+00:00
121112,7775.0,2020-09-06 08:01:00.566988+00:00
121702,7775.0,2020-09-06 08:02:00.551115+00:00
122293,7775.0,2020-09-06 08:03:00.561820+00:00
122883,7775.0,2020-09-06 08:04:00.557775+00:00
123473,7775.0,2020-09-06 08:05:00.567531+00:00
124063,7775.0,2020-09-06 08:06:00.546437+00:00
