,Price,Date
1545106,41500.0,2020-09-19 07:47:00.696620+00:00
1545675,41500.0,2020-09-19 07:48:00.839882+00:00
1546244,41500.0,2020-09-19 07:49:00.894149+00:00
1546813,40465.0,2020-09-19 07:50:00.750635+00:00
1547382,40465.0,2020-09-19 07:51:00.792122+00:00
1547951,40465.0,2020-09-19 07:52:00.808383+00:00
1548520,40465.0,2020-09-19 07:53:00.646884+00:00
1549089,40465.0,2020-09-19 07:54:00.909468+00:00
1549658,40465.0,2020-09-19 07:55:01.653417+00:00
1550227,40645.0,2020-09-19 07:56:00.863049+00:00
1550798,41115.0,2020-09-19 07:57:00.883200+00:00
1551369,41500.0,2020-09-19 07:58:00.791510+00:00
1551940,41500.0,2020-09-19 07:59:00.897424+00:00
1552511,41500.0,2020-09-19 08:00:00.955435+00:00
1553082,41500.0,2020-09-19 08:01:00.660603+00:00
1553653,41500.0,2020-09-19 08:02:00.680541+00:00
1554225,41500.0,2020-09-19 08:03:00.649206+00:00
1554797,41500.0,2020-09-19 08:04:00.746826+00:00
1555369,41500.0,2020-09-19 08:05:00.696583+00:00
1555941,41500.0,2020-09-19 08:06:00.666037+00:00
1556513,41500.0,2020-09-19 08:07:00.882873+00:00
1557084,41500.0,2020-09-19 08:08:00.705284+00:00
1557654,41500.0,2020-09-19 08:09:00.657508+00:00
1558224,41500.0,2020-09-19 08:10:00.723612+00:00
1558794,41500.0,2020-09-19 08:11:00.699634+00:00
1559364,41500.0,2020-09-19 08:12:01.278407+00:00
1559934,41500.0,2020-09-19 08:13:00.639476+00:00
1560504,41500.0,2020-09-19 08:14:00.658610+00:00
1561074,41500.0,2020-09-19 08:15:00.693653+00:00
1561644,41500.0,2020-09-19 08:16:00.659603+00:00
1562214,41500.0,2020-09-19 08:17:00.723285+00:00
1562784,41500.0,2020-09-19 08:18:00.766132+00:00
1563354,41500.0,2020-09-19 08:19:00.750434+00:00
1563924,41500.0,2020-09-19 08:20:00.702284+00:00
1564494,41500.0,2020-09-19 08:21:00.888735+00:00
1565064,41500.0,2020-09-19 08:22:00.681710+00:00
1565634,41500.0,2020-09-19 08:23:00.671532+00:00
1566204,41500.0,2020-09-19 08:24:00.800548+00:00
1566774,41500.0,2020-09-19 08:25:00.739440+00:00
1567344,41500.0,2020-09-19 08:26:00.722048+00:00
1567914,41500.0,2020-09-19 08:27:00.711657+00:00
1568484,41500.0,2020-09-19 08:28:00.717198+00:00
1569053,41500.0,2020-09-19 08:29:00.666054+00:00
1569622,41500.0,2020-09-19 08:30:00.762005+00:00
1570191,41500.0,2020-09-19 08:31:00.702861+00:00
1570760,41500.0,2020-09-19 08:32:00.753129+00:00
1571329,41500.0,2020-09-19 08:33:00.846404+00:00
1571898,41500.0,2020-09-19 08:34:00.673684+00:00
1572467,41500.0,2020-09-19 08:35:00.708639+00:00
1573036,41500.0,2020-09-19 08:36:00.733047+00:00
1573605,41500.0,2020-09-19 08:37:00.708792+00:00
1574174,41500.0,2020-09-19 08:38:00.680612+00:00
1574743,41500.0,2020-09-19 08:39:00.779326+00:00
1575312,41500.0,2020-09-19 08:40:00.728520+00:00
1575881,41500.0,2020-09-19 08:41:00.754171+00:00
1576450,41500.0,2020-09-19 08:42:00.847529+00:00
1577019,41500.0,2020-09-19 08:43:00.659284+00:00
1577588,41500.0,2020-09-19 08:44:00.685218+00:00
1578157,41500.0,2020-09-19 08:45:00.907809+00:00
1578726,41500.0,2020-09-19 08:46:00.662934+00:00
1579295,41500.0,2020-09-19 08:47:00.873735+00:00
1579864,41500.0,2020-09-19 08:48:00.700416+00:00
1580433,41500.0,2020-09-19 08:49:00.668992+00:00
1581002,41500.0,2020-09-19 08:50:00.979448+00:00
1581571,41500.0,2020-09-19 08:51:00.718602+00:00
1582140,41500.0,2020-09-19 08:52:00.671505+00:00
1582709,41500.0,2020-09-19 08:53:00.656231+00:00
1583278,41500.0,2020-09-19 08:54:00.678571+00:00
1583847,41500.0,2020-09-19 08:55:00.718504+00:00
1584416,41500.0,2020-09-19 08:56:00.719885+00:00
1584985,41500.0,2020-09-19 08:57:00.686133+00:00
1585554,41500.0,2020-09-19 08:58:00.724305+00:00
1586123,41500.0,2020-09-19 08:59:00.681452+00:00
1586692,41500.0,2020-09-19 09:00:01.071578+00:00
1587261,41500.0,2020-09-19 09:01:00.686706+00:00
1587830,41500.0,2020-09-19 09:02:00.716203+00:00
1588399,41500.0,2020-09-19 09:03:00.650406+00:00
1588968,41500.0,2020-09-19 09:04:00.645171+00:00
1589537,41500.0,2020-09-19 09:05:00.688664+00:00
1590106,41500.0,2020-09-19 09:06:00.636892+00:00
1590675,41500.0,2020-09-19 09:07:00.748211+00:00
1591244,41500.0,2020-09-19 09:08:00.731887+00:00
1591813,41500.0,2020-09-19 09:09:00.746799+00:00
1592382,41500.0,2020-09-19 09:10:01.404142+00:00
1592951,41500.0,2020-09-19 09:11:00.714489+00:00
1593520,41500.0,2020-09-19 09:12:00.715418+00:00
1594089,41500.0,2020-09-19 09:13:00.739125+00:00
1594658,41500.0,2020-09-19 09:14:00.733870+00:00
1595227,41500.0,2020-09-19 09:15:00.667093+00:00
1595796,41500.0,2020-09-19 09:16:00.688524+00:00
1596365,41500.0,2020-09-19 09:17:00.669407+00:00
1596934,41500.0,2020-09-19 09:18:00.680472+00:00
1597503,41500.0,2020-09-19 09:19:00.721192+00:00
1598072,41500.0,2020-09-19 09:20:00.656760+00:00
1598641,41500.0,2020-09-19 09:21:00.724964+00:00
1599210,41500.0,2020-09-19 09:22:00.696801+00:00
1599779,41500.0,2020-09-19 09:23:00.664006+00:00
1600348,41500.0,2020-09-19 09:24:00.726057+00:00
1600917,41500.0,2020-09-19 09:25:00.829641+00:00
1601486,41500.0,2020-09-19 09:26:00.624596+00:00
1602055,41500.0,2020-09-19 09:27:00.804503+00:00
1602624,41500.0,2020-09-19 09:28:00.723008+00:00
1603193,41500.0,2020-09-19 09:29:00.643535+00:00
1605089,43560.0,2020-09-20 04:37:00.465814+00:00
1605480,43560.0,2020-09-20 04:38:00.556477+00:00
1605916,43560.0,2020-09-20 04:39:00.502104+00:00
1606366,43560.0,2020-09-20 04:40:00.490150+00:00
1606834,43560.0,2020-09-20 04:41:00.519358+00:00
1607324,43560.0,2020-09-20 04:42:00.641982+00:00
1607814,43560.0,2020-09-20 04:43:00.551432+00:00
1608312,43560.0,2020-09-20 04:44:00.502760+00:00
1608813,43560.0,2020-09-20 04:45:00.784549+00:00
1609314,43560.0,2020-09-20 04:46:00.828432+00:00
1609816,43560.0,2020-09-20 04:47:00.660729+00:00
1610322,43560.0,2020-09-20 04:48:00.544541+00:00
1610830,43560.0,2020-09-20 04:49:00.585180+00:00
1611340,43560.0,2020-09-20 04:50:00.518728+00:00
1611852,43560.0,2020-09-20 04:51:00.687594+00:00
1612365,43560.0,2020-09-20 04:52:00.560434+00:00
1612878,43560.0,2020-09-20 04:53:00.567487+00:00
1613391,43560.0,2020-09-20 04:54:00.566045+00:00
1613906,43560.0,2020-09-20 04:55:00.524811+00:00
1614421,43560.0,2020-09-20 04:56:00.546279+00:00
1614936,43560.0,2020-09-20 04:57:00.539473+00:00
1615451,43560.0,2020-09-20 04:58:00.615553+00:00
1615966,43560.0,2020-09-20 04:59:00.577244+00:00
1616481,43560.0,2020-09-20 05:00:00.647362+00:00
1616996,43560.0,2020-09-20 05:01:00.717019+00:00
1617512,43560.0,2020-09-20 05:02:00.564739+00:00
1618028,43265.0,2020-09-20 05:03:00.595729+00:00
1618545,43260.0,2020-09-20 05:04:00.609330+00:00
1619065,43260.0,2020-09-20 05:05:00.647890+00:00
1619585,43260.0,2020-09-20 05:06:00.619132+00:00
1620106,43260.0,2020-09-20 05:07:00.564157+00:00
1620627,43260.0,2020-09-20 05:08:00.591924+00:00
1621148,42985.0,2020-09-20 05:09:00.769423+00:00
1621670,42985.0,2020-09-20 05:10:00.558074+00:00
1622193,42985.0,2020-09-20 05:11:00.541453+00:00
1622717,42985.0,2020-09-20 05:12:00.574668+00:00
1623241,42985.0,2020-09-20 05:13:00.538038+00:00
1623765,42985.0,2020-09-20 05:14:00.630712+00:00
1624289,42985.0,2020-09-20 05:15:00.623335+00:00
1624813,42985.0,2020-09-20 05:16:00.667757+00:00
1625337,42985.0,2020-09-20 05:17:00.598019+00:00
1625862,42985.0,2020-09-20 05:18:00.599891+00:00
1626387,42985.0,2020-09-20 05:19:00.576312+00:00
1626912,42985.0,2020-09-20 05:20:00.712552+00:00
1627437,42985.0,2020-09-20 05:21:00.673954+00:00
1627962,42985.0,2020-09-20 05:22:00.685562+00:00
1628487,42985.0,2020-09-20 05:23:00.657729+00:00
1629013,42975.0,2020-09-20 05:24:00.565675+00:00
1629539,42060.0,2020-09-20 05:25:00.623457+00:00
1630065,42060.0,2020-09-20 05:26:00.528757+00:00
1630591,42060.0,2020-09-20 05:27:00.553700+00:00
1631117,42060.0,2020-09-20 05:28:00.723690+00:00
1631643,42060.0,2020-09-20 05:29:00.534435+00:00
1632171,42060.0,2020-09-20 05:30:00.647947+00:00
1632699,42060.0,2020-09-20 05:31:00.940928+00:00
1633227,42060.0,2020-09-20 05:32:00.686079+00:00
1633755,42060.0,2020-09-20 05:33:00.618343+00:00
1634283,42060.0,2020-09-20 05:34:00.857819+00:00
1634811,42060.0,2020-09-20 05:35:00.607757+00:00
1635339,42060.0,2020-09-20 05:36:00.773152+00:00
1635867,42060.0,2020-09-20 05:37:00.621402+00:00
1636396,42060.0,2020-09-20 05:38:00.639870+00:00
1636925,42060.0,2020-09-20 05:39:00.768661+00:00
1637454,42060.0,2020-09-20 05:40:00.649610+00:00
1637983,42060.0,2020-09-20 05:41:00.898961+00:00
1638512,42060.0,2020-09-20 05:42:00.574424+00:00
1639041,42060.0,2020-09-20 05:43:00.571357+00:00
1639570,42060.0,2020-09-20 05:44:00.574403+00:00
1640099,42060.0,2020-09-20 05:45:01.139158+00:00
1640628,42060.0,2020-09-20 05:46:00.557337+00:00
1641157,42060.0,2020-09-20 05:47:00.692359+00:00
1641686,42060.0,2020-09-20 05:48:00.586687+00:00
1642215,42060.0,2020-09-20 05:49:00.595335+00:00
1642744,42060.0,2020-09-20 05:50:00.587201+00:00
1643273,42060.0,2020-09-20 05:51:00.595551+00:00
1643802,42060.0,2020-09-20 05:52:00.620288+00:00
1644331,42060.0,2020-09-20 05:53:01.504948+00:00
1644860,42060.0,2020-09-20 05:54:00.650652+00:00
1645389,42060.0,2020-09-20 05:55:00.661205+00:00
1645919,42060.0,2020-09-20 05:56:00.696332+00:00
1646449,42060.0,2020-09-20 05:57:00.706443+00:00
1646979,42060.0,2020-09-20 05:58:00.576767+00:00
1647510,42060.0,2020-09-20 05:59:00.879195+00:00
1648041,42060.0,2020-09-20 06:00:00.780142+00:00
1648572,42060.0,2020-09-20 06:01:00.565168+00:00
1649103,42060.0,2020-09-20 06:02:00.685152+00:00
1649634,42060.0,2020-09-20 06:03:00.747830+00:00
1650165,42060.0,2020-09-20 06:04:00.634372+00:00
1650696,42060.0,2020-09-20 06:05:00.869303+00:00
1651227,42060.0,2020-09-20 06:06:00.641711+00:00
1651758,42060.0,2020-09-20 06:07:00.661665+00:00
1652289,42060.0,2020-09-20 06:08:01.025218+00:00
1652820,42060.0,2020-09-20 06:09:00.681029+00:00
1653351,42060.0,2020-09-20 06:10:00.648432+00:00
1653882,42060.0,2020-09-20 06:11:01.115965+00:00
1654413,42060.0,2020-09-20 06:12:00.731192+00:00
1654944,42060.0,2020-09-20 06:13:01.116463+00:00
1655475,42060.0,2020-09-20 06:14:00.659390+00:00
1656006,42060.0,2020-09-20 06:15:00.753440+00:00
1656537,42060.0,2020-09-20 06:16:00.641643+00:00
1657068,42060.0,2020-09-20 06:17:00.658606+00:00
1657599,42060.0,2020-09-20 06:18:00.618712+00:00
1658130,42060.0,2020-09-20 06:19:00.612733+00:00
1658662,42060.0,2020-09-20 06:20:00.681537+00:00
1659194,42060.0,2020-09-20 06:21:00.613135+00:00
1659726,42060.0,2020-09-20 06:22:00.658544+00:00
1660258,42060.0,2020-09-20 06:23:00.693345+00:00
1660790,42060.0,2020-09-20 06:24:00.667400+00:00
1661322,42060.0,2020-09-20 06:25:02.175722+00:00
1661854,42060.0,2020-09-20 06:26:00.706659+00:00
1662387,42060.0,2020-09-20 06:27:00.812393+00:00
1662920,42060.0,2020-09-20 06:28:00.599975+00:00
1663453,42060.0,2020-09-20 06:29:00.643585+00:00
1663986,42060.0,2020-09-20 06:30:01.148932+00:00
1664519,42060.0,2020-09-20 06:31:00.706593+00:00
1665052,42060.0,2020-09-20 06:32:00.628968+00:00
1665585,42060.0,2020-09-20 06:33:00.698285+00:00
1666118,42060.0,2020-09-20 06:34:00.683161+00:00
1666651,42060.0,2020-09-20 06:35:00.666996+00:00
1667185,42060.0,2020-09-20 06:36:00.946066+00:00
1667719,42060.0,2020-09-20 06:37:00.705206+00:00
1668253,42060.0,2020-09-20 06:38:00.673153+00:00
1668787,42060.0,2020-09-20 06:39:01.548499+00:00
1669321,42060.0,2020-09-20 06:40:00.671889+00:00
1669855,42060.0,2020-09-20 06:41:00.616825+00:00
1670389,42060.0,2020-09-20 06:42:00.623925+00:00
1670923,42060.0,2020-09-20 06:43:01.289163+00:00
1671459,42060.0,2020-09-20 06:44:00.826634+00:00
1671995,42060.0,2020-09-20 06:45:01.452971+00:00
1672533,42060.0,2020-09-20 06:46:00.753985+00:00
1673072,42060.0,2020-09-20 06:47:00.687359+00:00
1673611,42060.0,2020-09-20 06:48:01.108705+00:00
1674151,42060.0,2020-09-20 06:49:01.064898+00:00
1674691,42060.0,2020-09-20 06:50:01.322513+00:00
1675231,42060.0,2020-09-20 06:51:00.606571+00:00
1675775,42060.0,2020-09-20 06:52:00.801981+00:00
1676319,42060.0,2020-09-20 06:53:00.761545+00:00
1676863,42060.0,2020-09-20 06:54:00.627446+00:00
1677407,42060.0,2020-09-20 06:55:00.856163+00:00
1677952,42060.0,2020-09-20 06:56:00.721809+00:00
1678497,42060.0,2020-09-20 06:57:00.638574+00:00
1679042,42060.0,2020-09-20 06:58:00.626130+00:00
1679587,42060.0,2020-09-20 06:59:00.903858+00:00
1680130,42060.0,2020-09-20 07:00:00.800804+00:00
1680673,42060.0,2020-09-20 07:01:00.784456+00:00
1681216,42060.0,2020-09-20 07:02:00.737919+00:00
1681760,42060.0,2020-09-20 07:03:00.621293+00:00
1682304,42060.0,2020-09-20 07:04:00.638007+00:00
1682848,42060.0,2020-09-20 07:05:00.942216+00:00
1683392,42060.0,2020-09-20 07:06:00.635966+00:00
1683936,42060.0,2020-09-20 07:07:00.631627+00:00
1684480,42060.0,2020-09-20 07:08:00.615569+00:00
1685024,42060.0,2020-09-20 07:09:00.675543+00:00
1685568,42060.0,2020-09-20 07:10:00.961107+00:00
1686112,42060.0,2020-09-20 07:11:00.877110+00:00
1686656,42060.0,2020-09-20 07:12:00.860678+00:00
1687201,42060.0,2020-09-20 07:13:00.915236+00:00
1687745,42060.0,2020-09-20 07:14:00.807900+00:00
1688289,42060.0,2020-09-20 07:15:00.811450+00:00
1688833,42060.0,2020-09-20 07:16:00.639645+00:00
1689377,42060.0,2020-09-20 07:17:01.131444+00:00
1689921,42060.0,2020-09-20 07:18:01.070526+00:00
1690465,42060.0,2020-09-20 07:19:00.757899+00:00
1691009,42060.0,2020-09-20 07:20:00.724802+00:00
1691553,42060.0,2020-09-20 07:21:00.706600+00:00
1692097,42060.0,2020-09-20 07:22:00.688709+00:00
1692641,42060.0,2020-09-20 07:23:00.886388+00:00
1693185,42060.0,2020-09-20 07:24:00.704093+00:00
1693733,42060.0,2020-09-20 07:25:00.751067+00:00
1694281,42060.0,2020-09-20 07:26:00.734671+00:00
1694829,42060.0,2020-09-20 07:27:00.759502+00:00
1695377,42060.0,2020-09-20 07:28:00.660097+00:00
1695925,42060.0,2020-09-20 07:29:00.718912+00:00
1696473,42060.0,2020-09-20 07:30:00.780000+00:00
1697021,42060.0,2020-09-20 07:31:01.688774+00:00
1697569,42060.0,2020-09-20 07:32:00.785796+00:00
