,Price,Date
255,42515.0,2020-09-05 09:19:41.904208+00:00
843,42515.0,2020-09-05 09:29:21.156721+00:00
1431,42515.0,2020-09-05 09:31:34.768005+00:00
2050,43930.0,2020-09-06 04:33:00.410217+00:00
2498,43930.0,2020-09-06 04:34:00.426868+00:00
2969,44215.0,2020-09-06 04:35:00.662486+00:00
3582,44215.0,2020-09-06 04:36:00.428262+00:00
4132,44215.0,2020-09-06 04:37:00.480180+00:00
4686,44215.0,2020-09-06 04:38:00.500242+00:00
5241,44215.0,2020-09-06 04:39:00.467127+00:00
5798,44215.0,2020-09-06 04:40:00.574083+00:00
6356,44215.0,2020-09-06 04:41:00.526635+00:00
6914,44215.0,2020-09-06 04:42:00.446287+00:00
7475,44215.0,2020-09-06 04:43:00.459834+00:00
8037,44215.0,2020-09-06 04:44:00.555364+00:00
8599,44215.0,2020-09-06 04:45:00.489628+00:00
9161,44215.0,2020-09-06 04:46:00.510163+00:00
9723,44215.0,2020-09-06 04:47:00.537348+00:00
10285,44215.0,2020-09-06 04:48:00.474555+00:00
10847,44215.0,2020-09-06 04:49:00.563979+00:00
11409,44215.0,2020-09-06 04:50:00.527023+00:00
11973,44215.0,2020-09-06 04:51:00.484789+00:00
12537,44215.0,2020-09-06 04:52:00.462086+00:00
13101,44215.0,2020-09-06 04:53:00.477768+00:00
13665,44215.0,2020-09-06 04:54:00.511637+00:00
14229,44215.0,2020-09-06 04:55:00.471926+00:00
14793,44215.0,2020-09-06 04:56:00.523811+00:00
15357,44215.0,2020-09-06 04:57:00.476471+00:00
15921,44215.0,2020-09-06 04:58:00.511399+00:00
16486,44215.0,2020-09-06 04:59:00.621016+00:00
17052,44215.0,2020-09-06 05:00:00.606198+00:00
17618,44215.0,2020-09-06 05:01:00.534812+00:00
18184,44215.0,2020-09-06 05:02:00.488290+00:00
18750,44215.0,2020-09-06 05:03:00.506046+00:00
19316,44215.0,2020-09-06 05:04:00.532128+00:00
19882,44215.0,2020-09-06 05:05:00.526906+00:00
20449,44215.0,2020-09-06 05:06:00.534067+00:00
21016,44215.0,2020-09-06 05:07:00.530747+00:00
21583,44215.0,2020-09-06 05:08:00.517176+00:00
22150,44215.0,2020-09-06 05:09:00.571707+00:00
22719,44215.0,2020-09-06 05:10:00.519197+00:00
23288,44215.0,2020-09-06 05:11:00.468234+00:00
23857,44215.0,2020-09-06 05:12:00.489967+00:00
24426,44215.0,2020-09-06 05:13:00.524000+00:00
24995,44215.0,2020-09-06 05:14:00.495266+00:00
25564,44215.0,2020-09-06 05:15:00.499621+00:00
26133,44215.0,2020-09-06 05:16:00.482918+00:00
26702,44215.0,2020-09-06 05:17:00.484538+00:00
27272,44215.0,2020-09-06 05:18:00.490907+00:00
27842,44215.0,2020-09-06 05:19:00.519063+00:00
28412,44215.0,2020-09-06 05:20:00.501850+00:00
28983,44215.0,2020-09-06 05:21:00.498969+00:00
29554,44215.0,2020-09-06 05:22:00.483010+00:00
30125,44215.0,2020-09-06 05:23:00.492361+00:00
30696,44215.0,2020-09-06 05:24:00.546396+00:00
31267,44215.0,2020-09-06 05:25:00.554238+00:00
31838,44215.0,2020-09-06 05:26:00.505026+00:00
