,Price,Date
72,20165.0,2020-09-05 09:19:41.887656+00:00
660,20165.0,2020-09-05 09:29:21.136719+00:00
1248,20165.0,2020-09-05 09:31:34.750005+00:00
2157,19375.0,2020-09-06 04:33:00.412445+00:00
2605,19375.0,2020-09-06 04:34:00.428905+00:00
3072,19375.0,2020-09-06 04:35:00.664495+00:00
3404,19445.0,2020-09-06 04:36:00.424450+00:00
3954,19475.0,2020-09-06 04:37:00.476761+00:00
4508,19475.0,2020-09-06 04:38:00.496876+00:00
5063,19620.0,2020-09-06 04:39:00.463479+00:00
5620,19620.0,2020-09-06 04:40:00.570629+00:00
6178,19620.0,2020-09-06 04:41:00.523071+00:00
6736,19620.0,2020-09-06 04:42:00.442794+00:00
7297,19620.0,2020-09-06 04:43:00.456453+00:00
7858,19620.0,2020-09-06 04:44:00.551920+00:00
8420,19620.0,2020-09-06 04:45:00.485958+00:00
8982,19620.0,2020-09-06 04:46:00.506635+00:00
9544,19620.0,2020-09-06 04:47:00.533799+00:00
10106,19620.0,2020-09-06 04:48:00.470854+00:00
10668,19620.0,2020-09-06 04:49:00.560444+00:00
11230,19620.0,2020-09-06 04:50:00.523445+00:00
11793,19595.0,2020-09-06 04:51:00.481193+00:00
12357,19495.0,2020-09-06 04:52:00.458573+00:00
12921,19395.0,2020-09-06 04:53:00.474344+00:00
13485,19395.0,2020-09-06 04:54:00.508071+00:00
14049,19395.0,2020-09-06 04:55:00.468380+00:00
14613,19395.0,2020-09-06 04:56:00.520132+00:00
15177,19395.0,2020-09-06 04:57:00.472928+00:00
15741,19375.0,2020-09-06 04:58:00.507901+00:00
16306,19325.0,2020-09-06 04:59:00.617503+00:00
16872,19325.0,2020-09-06 05:00:00.602458+00:00
17438,19325.0,2020-09-06 05:01:00.531270+00:00
18004,19325.0,2020-09-06 05:02:00.484833+00:00
18570,19325.0,2020-09-06 05:03:00.502566+00:00
19136,19325.0,2020-09-06 05:04:00.528430+00:00
19702,19325.0,2020-09-06 05:05:00.523364+00:00
20269,19325.0,2020-09-06 05:06:00.530544+00:00
