,Price,Date
10,39165.0,2020-09-05 09:19:41.880154+00:00
598,39165.0,2020-09-05 09:29:21.128715+00:00
1186,39165.0,2020-09-05 09:31:34.738010+00:00
2024,39000.0,2020-09-06 04:33:00.409688+00:00
2472,39000.0,2020-09-06 04:34:00.426378+00:00
2930,39000.0,2020-09-06 04:35:00.661634+00:00
3343,39150.0,2020-09-06 04:36:00.423251+00:00
3892,39185.0,2020-09-06 04:37:00.475587+00:00
4446,39185.0,2020-09-06 04:38:00.495541+00:00
5001,39185.0,2020-09-06 04:39:00.462139+00:00
5558,39195.0,2020-09-06 04:40:00.569399+00:00
6116,39195.0,2020-09-06 04:41:00.521868+00:00
6674,39195.0,2020-09-06 04:42:00.441534+00:00
7235,39195.0,2020-09-06 04:43:00.455245+00:00
7796,39195.0,2020-09-06 04:44:00.550746+00:00
8358,39700.0,2020-09-06 04:45:00.484675+00:00
8920,39700.0,2020-09-06 04:46:00.505389+00:00
9482,39700.0,2020-09-06 04:47:00.532550+00:00
10044,39700.0,2020-09-06 04:48:00.469618+00:00
10606,39700.0,2020-09-06 04:49:00.559278+00:00
11168,39700.0,2020-09-06 04:50:00.522226+00:00
11731,39700.0,2020-09-06 04:51:00.480004+00:00
12295,39700.0,2020-09-06 04:52:00.457277+00:00
12859,39700.0,2020-09-06 04:53:00.473126+00:00
13423,39700.0,2020-09-06 04:54:00.506863+00:00
13987,39700.0,2020-09-06 04:55:00.467172+00:00
14551,39700.0,2020-09-06 04:56:00.518845+00:00
15115,39700.0,2020-09-06 04:57:00.471714+00:00
15679,39700.0,2020-09-06 04:58:00.506716+00:00
16244,39700.0,2020-09-06 04:59:00.616260+00:00
16810,38525.0,2020-09-06 05:00:00.601021+00:00
17376,38525.0,2020-09-06 05:01:00.530060+00:00
17942,38525.0,2020-09-06 05:02:00.483617+00:00
18508,38525.0,2020-09-06 05:03:00.501321+00:00
19074,38525.0,2020-09-06 05:04:00.527243+00:00
19640,38525.0,2020-09-06 05:05:00.522161+00:00
20207,38525.0,2020-09-06 05:06:00.529272+00:00
20774,38525.0,2020-09-06 05:07:00.525945+00:00
21341,38525.0,2020-09-06 05:08:00.512472+00:00
21908,38525.0,2020-09-06 05:09:00.566977+00:00
22476,38525.0,2020-09-06 05:10:00.514440+00:00
23045,38525.0,2020-09-06 05:11:00.463542+00:00
23614,38525.0,2020-09-06 05:12:00.485055+00:00
24183,38525.0,2020-09-06 05:13:00.519278+00:00
24752,38525.0,2020-09-06 05:14:00.490453+00:00
25321,38525.0,2020-09-06 05:15:00.494881+00:00
25890,38525.0,2020-09-06 05:16:00.478051+00:00
26459,38525.0,2020-09-06 05:17:00.479812+00:00
27029,38525.0,2020-09-06 05:18:00.486275+00:00
27599,38525.0,2020-09-06 05:19:00.513893+00:00
28169,38525.0,2020-09-06 05:20:00.497049+00:00
28740,38525.0,2020-09-06 05:21:00.494228+00:00
29311,38525.0,2020-09-06 05:22:00.478340+00:00
