,Price,Date
192,11760.0,2020-09-05 09:19:41.899208+00:00
780,11760.0,2020-09-05 09:29:21.148721+00:00
1368,11760.0,2020-09-05 09:31:34.762005+00:00
2186,11300.0,2020-09-06 04:33:00.413046+00:00
2634,11300.0,2020-09-06 04:34:00.429476+00:00
3103,11300.0,2020-09-06 04:35:00.665077+00:00
3521,11300.0,2020-09-06 04:36:00.427112+00:00
4071,11400.0,2020-09-06 04:37:00.479023+00:00
4625,11425.0,2020-09-06 04:38:00.499101+00:00
5180,11445.0,2020-09-06 04:39:00.465852+00:00
5737,11445.0,2020-09-06 04:40:00.572873+00:00
6295,11445.0,2020-09-06 04:41:00.525361+00:00
6853,11445.0,2020-09-06 04:42:00.445090+00:00
7414,11445.0,2020-09-06 04:43:00.458692+00:00
7975,11445.0,2020-09-06 04:44:00.554168+00:00
8537,11445.0,2020-09-06 04:45:00.488353+00:00
9099,11445.0,2020-09-06 04:46:00.508915+00:00
9661,11445.0,2020-09-06 04:47:00.536118+00:00
10223,11445.0,2020-09-06 04:48:00.473301+00:00
10785,11445.0,2020-09-06 04:49:00.562807+00:00
11347,11445.0,2020-09-06 04:50:00.525820+00:00
11911,11445.0,2020-09-06 04:51:00.483583+00:00
12475,11445.0,2020-09-06 04:52:00.460871+00:00
13039,11445.0,2020-09-06 04:53:00.476578+00:00
13603,11445.0,2020-09-06 04:54:00.510385+00:00
14167,11445.0,2020-09-06 04:55:00.470709+00:00
14731,11445.0,2020-09-06 04:56:00.522554+00:00
15295,11445.0,2020-09-06 04:57:00.475262+00:00
15859,11445.0,2020-09-06 04:58:00.510218+00:00
16424,11445.0,2020-09-06 04:59:00.619827+00:00
16990,11445.0,2020-09-06 05:00:00.604833+00:00
17556,11445.0,2020-09-06 05:01:00.533553+00:00
18122,11445.0,2020-09-06 05:02:00.487070+00:00
18688,11445.0,2020-09-06 05:03:00.504832+00:00
19254,11445.0,2020-09-06 05:04:00.530756+00:00
19820,11445.0,2020-09-06 05:05:00.525684+00:00
20387,11445.0,2020-09-06 05:06:00.532845+00:00
20954,11445.0,2020-09-06 05:07:00.529511+00:00
21521,11445.0,2020-09-06 05:08:00.515988+00:00
22088,11445.0,2020-09-06 05:09:00.570526+00:00
22656,11445.0,2020-09-06 05:10:00.517972+00:00
23225,11445.0,2020-09-06 05:11:00.467065+00:00
23794,11445.0,2020-09-06 05:12:00.488724+00:00
24363,11445.0,2020-09-06 05:13:00.522785+00:00
24932,11445.0,2020-09-06 05:14:00.494004+00:00
25501,11445.0,2020-09-06 05:15:00.498389+00:00
26070,11445.0,2020-09-06 05:16:00.481653+00:00
26639,11445.0,2020-09-06 05:17:00.483329+00:00
27209,11445.0,2020-09-06 05:18:00.489719+00:00
27779,11445.0,2020-09-06 05:19:00.517553+00:00
28349,11445.0,2020-09-06 05:20:00.500631+00:00
28920,11445.0,2020-09-06 05:21:00.497751+00:00
29491,11445.0,2020-09-06 05:22:00.481799+00:00
30062,11445.0,2020-09-06 05:23:00.491157+00:00
30633,11445.0,2020-09-06 05:24:00.545169+00:00
31204,11445.0,2020-09-06 05:25:00.552977+00:00
31775,11445.0,2020-09-06 05:26:00.503809+00:00
32347,11445.0,2020-09-06 05:27:00.506444+00:00
32920,11445.0,2020-09-06 05:28:00.498250+00:00
33493,11445.0,2020-09-06 05:29:00.511656+00:00
34066,11445.0,2020-09-06 05:30:00.557640+00:00
34639,11445.0,2020-09-06 05:31:00.549358+00:00
35212,11445.0,2020-09-06 05:32:00.540646+00:00
35786,11445.0,2020-09-06 05:33:00.533921+00:00
36360,11445.0,2020-09-06 05:34:00.581225+00:00
36934,11445.0,2020-09-06 05:35:00.529315+00:00
37508,11445.0,2020-09-06 05:36:00.531638+00:00
38082,11445.0,2020-09-06 05:37:00.516559+00:00
38656,11445.0,2020-09-06 05:38:00.545417+00:00
39230,11445.0,2020-09-06 05:39:00.547785+00:00
39804,11445.0,2020-09-06 05:40:00.561257+00:00
40378,11445.0,2020-09-06 05:41:00.533620+00:00
40952,11445.0,2020-09-06 05:42:00.527897+00:00
