,Price,Date
202,51175.0,2020-09-05 09:19:41.899208+00:00
790,51175.0,2020-09-05 09:29:21.150721+00:00
1378,51175.0,2020-09-05 09:31:34.763005+00:00
3027,54630.0,2020-09-06 04:35:00.663634+00:00
3531,54630.0,2020-09-06 04:36:00.427300+00:00
4081,54565.0,2020-09-06 04:37:00.479210+00:00
4635,54565.0,2020-09-06 04:38:00.499285+00:00
5190,53865.0,2020-09-06 04:39:00.466040+00:00
5747,53865.0,2020-09-06 04:40:00.573060+00:00
6305,53865.0,2020-09-06 04:41:00.525552+00:00
6863,53865.0,2020-09-06 04:42:00.445281+00:00
7424,53865.0,2020-09-06 04:43:00.458877+00:00
7985,53865.0,2020-09-06 04:44:00.554369+00:00
8547,53865.0,2020-09-06 04:45:00.488548+00:00
9109,53865.0,2020-09-06 04:46:00.509107+00:00
9671,53865.0,2020-09-06 04:47:00.536314+00:00
10233,53865.0,2020-09-06 04:48:00.473501+00:00
10795,53865.0,2020-09-06 04:49:00.562997+00:00
11357,53865.0,2020-09-06 04:50:00.526013+00:00
11921,53865.0,2020-09-06 04:51:00.483776+00:00
12485,53865.0,2020-09-06 04:52:00.461070+00:00
13049,53865.0,2020-09-06 04:53:00.476769+00:00
13613,53865.0,2020-09-06 04:54:00.510630+00:00
14177,53865.0,2020-09-06 04:55:00.470901+00:00
14741,53865.0,2020-09-06 04:56:00.522750+00:00
15305,53865.0,2020-09-06 04:57:00.475453+00:00
15869,53865.0,2020-09-06 04:58:00.510410+00:00
16434,53865.0,2020-09-06 04:59:00.620022+00:00
17000,53865.0,2020-09-06 05:00:00.605032+00:00
17566,53865.0,2020-09-06 05:01:00.533765+00:00
18132,53865.0,2020-09-06 05:02:00.487256+00:00
18698,53865.0,2020-09-06 05:03:00.505024+00:00
19264,53865.0,2020-09-06 05:04:00.530946+00:00
19830,53865.0,2020-09-06 05:05:00.525902+00:00
20397,53865.0,2020-09-06 05:06:00.533036+00:00
20964,53865.0,2020-09-06 05:07:00.529726+00:00
21531,53865.0,2020-09-06 05:08:00.516177+00:00
