,Price,Date
180,19930.0,2020-09-05 09:19:41.898210+00:00
768,19930.0,2020-09-05 09:29:21.146721+00:00
1356,19930.0,2020-09-05 09:31:34.761005+00:00
2146,20920.0,2020-09-06 04:33:00.412191+00:00
2594,20920.0,2020-09-06 04:34:00.428695+00:00
3061,20920.0,2020-09-06 04:35:00.664278+00:00
3509,20920.0,2020-09-06 04:36:00.426884+00:00
4059,20920.0,2020-09-06 04:37:00.478796+00:00
4613,20920.0,2020-09-06 04:38:00.498881+00:00
5168,20920.0,2020-09-06 04:39:00.465545+00:00
5725,20920.0,2020-09-06 04:40:00.572645+00:00
6283,20920.0,2020-09-06 04:41:00.525101+00:00
6841,20920.0,2020-09-06 04:42:00.444861+00:00
7402,20920.0,2020-09-06 04:43:00.458467+00:00
7963,20920.0,2020-09-06 04:44:00.553936+00:00
8525,20920.0,2020-09-06 04:45:00.488116+00:00
9087,20920.0,2020-09-06 04:46:00.508681+00:00
9649,20920.0,2020-09-06 04:47:00.535884+00:00
10211,20920.0,2020-09-06 04:48:00.473008+00:00
10773,20920.0,2020-09-06 04:49:00.562581+00:00
11335,20920.0,2020-09-06 04:50:00.525557+00:00
11899,20920.0,2020-09-06 04:51:00.483307+00:00
12463,20920.0,2020-09-06 04:52:00.460646+00:00
13027,20920.0,2020-09-06 04:53:00.476351+00:00
13591,20920.0,2020-09-06 04:54:00.510156+00:00
14155,20920.0,2020-09-06 04:55:00.470475+00:00
14719,20920.0,2020-09-06 04:56:00.522321+00:00
15283,20920.0,2020-09-06 04:57:00.475035+00:00
15847,20920.0,2020-09-06 04:58:00.509991+00:00
16412,20920.0,2020-09-06 04:59:00.619597+00:00
16978,20920.0,2020-09-06 05:00:00.604587+00:00
17544,20920.0,2020-09-06 05:01:00.533326+00:00
18110,20920.0,2020-09-06 05:02:00.486849+00:00
18676,20920.0,2020-09-06 05:03:00.504607+00:00
19242,20920.0,2020-09-06 05:04:00.530529+00:00
19808,20920.0,2020-09-06 05:05:00.525454+00:00
20375,20920.0,2020-09-06 05:06:00.532619+00:00
20942,20920.0,2020-09-06 05:07:00.529270+00:00
21509,20920.0,2020-09-06 05:08:00.515760+00:00
22076,20920.0,2020-09-06 05:09:00.570300+00:00
22644,20920.0,2020-09-06 05:10:00.517745+00:00
23213,20920.0,2020-09-06 05:11:00.466842+00:00
23782,20920.0,2020-09-06 05:12:00.488477+00:00
24351,20920.0,2020-09-06 05:13:00.522533+00:00
