,Price,Date
236,27915.0,2020-09-05 09:19:41.902209+00:00
824,27915.0,2020-09-05 09:29:21.154719+00:00
1412,27915.0,2020-09-05 09:31:34.766005+00:00
1982,27100.0,2020-09-06 04:33:00.408868+00:00
2430,27100.0,2020-09-06 04:34:00.425543+00:00
2881,27100.0,2020-09-06 04:35:00.660680+00:00
3564,27100.0,2020-09-06 04:36:00.427923+00:00
4114,27100.0,2020-09-06 04:37:00.479836+00:00
4668,27100.0,2020-09-06 04:38:00.499902+00:00
5223,27050.0,2020-09-06 04:39:00.466667+00:00
5780,27050.0,2020-09-06 04:40:00.573718+00:00
6338,27050.0,2020-09-06 04:41:00.526210+00:00
6896,27050.0,2020-09-06 04:42:00.445938+00:00
7457,27300.0,2020-09-06 04:43:00.459495+00:00
8019,27300.0,2020-09-06 04:44:00.555019+00:00
8581,27300.0,2020-09-06 04:45:00.489227+00:00
9143,27300.0,2020-09-06 04:46:00.509817+00:00
9705,27300.0,2020-09-06 04:47:00.536992+00:00
10267,27300.0,2020-09-06 04:48:00.474197+00:00
10829,27300.0,2020-09-06 04:49:00.563636+00:00
11391,27300.0,2020-09-06 04:50:00.526674+00:00
11955,27300.0,2020-09-06 04:51:00.484436+00:00
12519,27300.0,2020-09-06 04:52:00.461745+00:00
13083,27300.0,2020-09-06 04:53:00.477409+00:00
13647,27300.0,2020-09-06 04:54:00.511290+00:00
14211,27300.0,2020-09-06 04:55:00.471574+00:00
14775,27300.0,2020-09-06 04:56:00.523456+00:00
15339,27300.0,2020-09-06 04:57:00.476124+00:00
15903,27235.0,2020-09-06 04:58:00.511060+00:00
16468,27220.0,2020-09-06 04:59:00.620674+00:00
17034,27200.0,2020-09-06 05:00:00.605796+00:00
17600,27200.0,2020-09-06 05:01:00.534422+00:00
18166,27200.0,2020-09-06 05:02:00.487947+00:00
18732,27200.0,2020-09-06 05:03:00.505672+00:00
19298,27200.0,2020-09-06 05:04:00.531793+00:00
19864,27200.0,2020-09-06 05:05:00.526570+00:00
20431,27200.0,2020-09-06 05:06:00.533719+00:00
20998,27200.0,2020-09-06 05:07:00.530399+00:00
21565,27200.0,2020-09-06 05:08:00.516831+00:00
22132,27200.0,2020-09-06 05:09:00.571365+00:00
22700,27200.0,2020-09-06 05:10:00.518836+00:00
23269,27200.0,2020-09-06 05:11:00.467883+00:00
23838,27200.0,2020-09-06 05:12:00.489582+00:00
24407,27200.0,2020-09-06 05:13:00.523628+00:00
24976,27200.0,2020-09-06 05:14:00.494896+00:00
25545,27200.0,2020-09-06 05:15:00.499264+00:00
26114,27200.0,2020-09-06 05:16:00.482522+00:00
26683,27200.0,2020-09-06 05:17:00.484173+00:00
27253,27200.0,2020-09-06 05:18:00.490536+00:00
27823,27200.0,2020-09-06 05:19:00.518640+00:00
28393,27200.0,2020-09-06 05:20:00.501483+00:00
28964,27200.0,2020-09-06 05:21:00.498581+00:00
29535,27200.0,2020-09-06 05:22:00.482632+00:00
30106,27200.0,2020-09-06 05:23:00.492007+00:00
30677,27200.0,2020-09-06 05:24:00.546006+00:00
31248,27200.0,2020-09-06 05:25:00.553876+00:00
31819,27200.0,2020-09-06 05:26:00.504662+00:00
32391,27200.0,2020-09-06 05:27:00.507309+00:00
32964,27200.0,2020-09-06 05:28:00.499111+00:00
33537,27200.0,2020-09-06 05:29:00.512585+00:00
34110,27200.0,2020-09-06 05:30:00.558587+00:00
34683,27200.0,2020-09-06 05:31:00.550242+00:00
35256,27200.0,2020-09-06 05:32:00.541495+00:00
35830,27200.0,2020-09-06 05:33:00.534792+00:00
36404,27200.0,2020-09-06 05:34:00.582070+00:00
36978,27200.0,2020-09-06 05:35:00.530173+00:00
37552,27200.0,2020-09-06 05:36:00.532566+00:00
38126,27200.0,2020-09-06 05:37:00.517444+00:00
38700,27200.0,2020-09-06 05:38:00.546303+00:00
39274,27200.0,2020-09-06 05:39:00.548620+00:00
39848,27200.0,2020-09-06 05:40:00.562094+00:00
40422,27200.0,2020-09-06 05:41:00.534470+00:00
40996,27200.0,2020-09-06 05:42:00.528733+00:00
41570,27200.0,2020-09-06 05:43:00.545409+00:00
42144,27200.0,2020-09-06 05:44:00.586551+00:00
42718,27200.0,2020-09-06 05:45:00.573898+00:00
43292,27200.0,2020-09-06 05:46:00.669200+00:00
43866,27200.0,2020-09-06 05:47:00.662164+00:00
44440,27200.0,2020-09-06 05:48:00.512258+00:00
45014,27200.0,2020-09-06 05:49:00.516242+00:00
45588,27200.0,2020-09-06 05:50:00.527188+00:00
46162,27200.0,2020-09-06 05:51:00.619951+00:00
46736,27200.0,2020-09-06 05:52:00.573955+00:00
47310,27200.0,2020-09-06 05:53:00.561194+00:00
47884,27200.0,2020-09-06 05:54:00.542334+00:00
48458,27200.0,2020-09-06 05:55:00.539130+00:00
49032,27200.0,2020-09-06 05:56:00.525944+00:00
49606,27200.0,2020-09-06 05:57:00.515692+00:00
50180,27200.0,2020-09-06 05:58:00.532444+00:00
50756,27200.0,2020-09-06 05:59:00.514832+00:00
51332,27200.0,2020-09-06 06:00:00.585052+00:00
51908,27200.0,2020-09-06 06:01:00.580758+00:00
52484,27200.0,2020-09-06 06:02:00.512073+00:00
53060,27200.0,2020-09-06 06:03:00.531830+00:00
53636,27200.0,2020-09-06 06:04:00.616370+00:00
54212,27200.0,2020-09-06 06:05:00.606713+00:00
54788,27200.0,2020-09-06 06:06:00.602003+00:00
55364,27200.0,2020-09-06 06:07:00.551902+00:00
55940,27200.0,2020-09-06 06:08:00.541158+00:00
56516,27200.0,2020-09-06 06:09:00.654896+00:00
57092,27200.0,2020-09-06 06:10:00.646385+00:00
57668,27200.0,2020-09-06 06:11:00.525926+00:00
58244,27200.0,2020-09-06 06:12:00.525718+00:00
58820,27200.0,2020-09-06 06:13:00.528278+00:00
59396,27200.0,2020-09-06 06:14:00.539739+00:00
59972,27200.0,2020-09-06 06:15:00.588931+00:00
60548,27200.0,2020-09-06 06:17:00.515726+00:00
61124,27200.0,2020-09-06 06:18:00.524740+00:00
61700,27200.0,2020-09-06 06:19:00.520857+00:00
62276,27200.0,2020-09-06 06:20:00.535845+00:00
62852,27200.0,2020-09-06 06:21:00.602874+00:00
63428,27200.0,2020-09-06 06:22:00.563818+00:00
64004,27200.0,2020-09-06 06:23:00.623570+00:00
64580,27200.0,2020-09-06 06:24:00.603093+00:00
65156,27200.0,2020-09-06 06:25:00.531321+00:00
65732,27200.0,2020-09-06 06:26:00.520903+00:00
66308,27200.0,2020-09-06 06:27:00.567429+00:00
66885,27200.0,2020-09-06 06:28:00.517994+00:00
67463,27200.0,2020-09-06 06:29:00.573811+00:00
68041,27200.0,2020-09-06 06:30:00.633072+00:00
68619,27200.0,2020-09-06 06:31:00.519747+00:00
69197,27200.0,2020-09-06 06:32:00.514155+00:00
69775,27200.0,2020-09-06 06:33:00.549387+00:00
