,Price,Date
22,40520.0,2020-09-05 09:19:41.882157+00:00
610,40520.0,2020-09-05 09:29:21.129717+00:00
1198,40520.0,2020-09-05 09:31:34.740010+00:00
2008,41500.0,2020-09-06 04:33:00.409374+00:00
2456,41500.0,2020-09-06 04:34:00.426070+00:00
2911,41500.0,2020-09-06 04:35:00.661257+00:00
3355,41500.0,2020-09-06 04:36:00.423486+00:00
3904,41750.0,2020-09-06 04:37:00.475814+00:00
4458,41750.0,2020-09-06 04:38:00.495936+00:00
5013,41750.0,2020-09-06 04:39:00.462372+00:00
5570,41750.0,2020-09-06 04:40:00.569640+00:00
6128,41750.0,2020-09-06 04:41:00.522103+00:00
6686,41750.0,2020-09-06 04:42:00.441793+00:00
7247,41750.0,2020-09-06 04:43:00.455479+00:00
7808,41750.0,2020-09-06 04:44:00.550977+00:00
8370,41725.0,2020-09-06 04:45:00.484909+00:00
8932,41425.0,2020-09-06 04:46:00.505622+00:00
9494,41425.0,2020-09-06 04:47:00.532785+00:00
10056,41425.0,2020-09-06 04:48:00.469879+00:00
10618,41425.0,2020-09-06 04:49:00.559506+00:00
11180,41425.0,2020-09-06 04:50:00.522465+00:00
11743,41425.0,2020-09-06 04:51:00.480239+00:00
12307,41425.0,2020-09-06 04:52:00.457512+00:00
12871,41425.0,2020-09-06 04:53:00.473362+00:00
13435,41425.0,2020-09-06 04:54:00.507095+00:00
13999,41425.0,2020-09-06 04:55:00.467405+00:00
14563,41425.0,2020-09-06 04:56:00.519112+00:00
15127,41425.0,2020-09-06 04:57:00.471946+00:00
15691,41425.0,2020-09-06 04:58:00.506948+00:00
16256,41425.0,2020-09-06 04:59:00.616495+00:00
16822,41425.0,2020-09-06 05:00:00.601280+00:00
17388,41425.0,2020-09-06 05:01:00.530293+00:00
17954,41425.0,2020-09-06 05:02:00.483875+00:00
18520,41425.0,2020-09-06 05:03:00.501556+00:00
19086,41425.0,2020-09-06 05:04:00.527478+00:00
19652,41425.0,2020-09-06 05:05:00.522395+00:00
20219,41425.0,2020-09-06 05:06:00.529524+00:00
20786,41425.0,2020-09-06 05:07:00.526182+00:00
21353,41425.0,2020-09-06 05:08:00.512717+00:00
21920,41420.0,2020-09-06 05:09:00.567208+00:00
22488,41400.0,2020-09-06 05:10:00.514677+00:00
23057,41300.0,2020-09-06 05:11:00.463779+00:00
23626,41250.0,2020-09-06 05:12:00.485291+00:00
24195,41225.0,2020-09-06 05:13:00.519513+00:00
24764,41225.0,2020-09-06 05:14:00.490687+00:00
25333,40800.0,2020-09-06 05:15:00.495113+00:00
25902,40800.0,2020-09-06 05:16:00.478287+00:00
26471,40800.0,2020-09-06 05:17:00.480048+00:00
27041,40800.0,2020-09-06 05:18:00.486521+00:00
27611,40800.0,2020-09-06 05:19:00.514123+00:00
28181,40800.0,2020-09-06 05:20:00.497282+00:00
28752,40800.0,2020-09-06 05:21:00.494458+00:00
29323,40800.0,2020-09-06 05:22:00.478575+00:00
29894,40800.0,2020-09-06 05:23:00.487891+00:00
30465,40800.0,2020-09-06 05:24:00.541778+00:00
31036,40800.0,2020-09-06 05:25:00.549380+00:00
31607,40800.0,2020-09-06 05:26:00.500504+00:00
32178,40800.0,2020-09-06 05:27:00.503222+00:00
32751,40800.0,2020-09-06 05:28:00.495041+00:00
33324,40800.0,2020-09-06 05:29:00.508312+00:00
33897,40800.0,2020-09-06 05:30:00.554161+00:00
34470,40800.0,2020-09-06 05:31:00.545411+00:00
35043,40800.0,2020-09-06 05:32:00.537101+00:00
35617,40800.0,2020-09-06 05:33:00.530633+00:00
36191,40800.0,2020-09-06 05:34:00.577942+00:00
36765,40800.0,2020-09-06 05:35:00.525913+00:00
37339,40800.0,2020-09-06 05:36:00.528013+00:00
37913,40800.0,2020-09-06 05:37:00.513180+00:00
38487,40800.0,2020-09-06 05:38:00.542038+00:00
39061,40800.0,2020-09-06 05:39:00.544489+00:00
39635,40800.0,2020-09-06 05:40:00.557947+00:00
40209,40800.0,2020-09-06 05:41:00.530222+00:00
40783,40800.0,2020-09-06 05:42:00.524511+00:00
41357,40800.0,2020-09-06 05:43:00.541241+00:00
41931,40715.0,2020-09-06 05:44:00.582150+00:00
42505,40600.0,2020-09-06 05:45:00.569652+00:00
43079,40550.0,2020-09-06 05:46:00.665024+00:00
43653,40525.0,2020-09-06 05:47:00.658033+00:00
44227,40525.0,2020-09-06 05:48:00.508099+00:00
44801,40500.0,2020-09-06 05:49:00.512000+00:00
45375,40255.0,2020-09-06 05:50:00.523081+00:00
45949,40255.0,2020-09-06 05:51:00.615669+00:00
46523,40255.0,2020-09-06 05:52:00.569718+00:00
47097,40255.0,2020-09-06 05:53:00.556809+00:00
47671,40255.0,2020-09-06 05:54:00.538063+00:00
48245,40255.0,2020-09-06 05:55:00.534985+00:00
48819,40255.0,2020-09-06 05:56:00.521470+00:00
49393,40255.0,2020-09-06 05:57:00.511201+00:00
49967,40255.0,2020-09-06 05:58:00.528308+00:00
50543,40255.0,2020-09-06 05:59:00.510790+00:00
51119,40255.0,2020-09-06 06:00:00.580898+00:00
51695,40255.0,2020-09-06 06:01:00.576623+00:00
52271,40255.0,2020-09-06 06:02:00.507838+00:00
52847,40255.0,2020-09-06 06:03:00.527534+00:00
53423,40255.0,2020-09-06 06:04:00.611821+00:00
53999,40255.0,2020-09-06 06:05:00.601320+00:00
54575,40255.0,2020-09-06 06:06:00.597600+00:00
55151,40255.0,2020-09-06 06:07:00.547644+00:00
55727,40255.0,2020-09-06 06:08:00.536981+00:00
56303,40255.0,2020-09-06 06:09:00.650759+00:00
56879,40255.0,2020-09-06 06:10:00.642188+00:00
57455,40255.0,2020-09-06 06:11:00.521623+00:00
58031,40255.0,2020-09-06 06:12:00.521489+00:00
58607,40255.0,2020-09-06 06:13:00.524000+00:00
59183,40255.0,2020-09-06 06:14:00.535678+00:00
59759,40255.0,2020-09-06 06:15:00.584791+00:00
60335,40255.0,2020-09-06 06:17:00.511483+00:00
60911,40255.0,2020-09-06 06:18:00.520531+00:00
