,Price,Date
137,10580.0,2020-09-05 09:19:41.893156+00:00
725,10580.0,2020-09-05 09:29:21.142721+00:00
1313,10580.0,2020-09-05 09:31:34.756001+00:00
2152,10650.0,2020-09-06 04:33:00.412316+00:00
2600,10650.0,2020-09-06 04:34:00.428810+00:00
3066,10655.0,2020-09-06 04:35:00.664371+00:00
3468,10655.0,2020-09-06 04:36:00.426076+00:00
4018,10765.0,2020-09-06 04:37:00.478023+00:00
4572,10765.0,2020-09-06 04:38:00.498123+00:00
5127,10765.0,2020-09-06 04:39:00.464733+00:00
5684,10825.0,2020-09-06 04:40:00.571848+00:00
6242,10825.0,2020-09-06 04:41:00.524308+00:00
6800,10825.0,2020-09-06 04:42:00.444055+00:00
7361,10825.0,2020-09-06 04:43:00.457674+00:00
7922,10825.0,2020-09-06 04:44:00.553128+00:00
8484,10825.0,2020-09-06 04:45:00.487272+00:00
9046,10825.0,2020-09-06 04:46:00.507883+00:00
9608,10825.0,2020-09-06 04:47:00.535076+00:00
10170,10755.0,2020-09-06 04:48:00.472192+00:00
10732,10620.0,2020-09-06 04:49:00.561716+00:00
11294,10620.0,2020-09-06 04:50:00.524720+00:00
11857,10605.0,2020-09-06 04:51:00.482503+00:00
12421,10605.0,2020-09-06 04:52:00.459833+00:00
12985,10605.0,2020-09-06 04:53:00.475560+00:00
13549,10605.0,2020-09-06 04:54:00.509314+00:00
14113,10605.0,2020-09-06 04:55:00.469633+00:00
14677,10605.0,2020-09-06 04:56:00.521432+00:00
15241,10605.0,2020-09-06 04:57:00.474201+00:00
15805,10605.0,2020-09-06 04:58:00.509161+00:00
16370,10605.0,2020-09-06 04:59:00.618787+00:00
16936,10575.0,2020-09-06 05:00:00.603754+00:00
17502,10575.0,2020-09-06 05:01:00.532500+00:00
18068,10575.0,2020-09-06 05:02:00.486062+00:00
18634,10565.0,2020-09-06 05:03:00.503801+00:00
19200,10565.0,2020-09-06 05:04:00.529724+00:00
19766,10565.0,2020-09-06 05:05:00.524647+00:00
20333,10565.0,2020-09-06 05:06:00.531802+00:00
