,Price,Date
189,37850.0,2020-09-05 09:19:41.898210+00:00
777,37850.0,2020-09-05 09:29:21.148721+00:00
1365,37850.0,2020-09-05 09:31:34.762005+00:00
2079,39740.0,2020-09-06 04:33:00.410772+00:00
2527,39740.0,2020-09-06 04:34:00.427428+00:00
2991,39740.0,2020-09-06 04:35:00.662924+00:00
3518,39740.0,2020-09-06 04:36:00.427056+00:00
4068,39740.0,2020-09-06 04:37:00.478967+00:00
4622,39740.0,2020-09-06 04:38:00.499046+00:00
5177,39740.0,2020-09-06 04:39:00.465795+00:00
5734,39740.0,2020-09-06 04:40:00.572816+00:00
6292,39740.0,2020-09-06 04:41:00.525302+00:00
6850,39740.0,2020-09-06 04:42:00.445032+00:00
7411,39740.0,2020-09-06 04:43:00.458635+00:00
7972,39740.0,2020-09-06 04:44:00.554109+00:00
8534,39740.0,2020-09-06 04:45:00.488294+00:00
9096,39740.0,2020-09-06 04:46:00.508857+00:00
9658,39740.0,2020-09-06 04:47:00.536059+00:00
10220,39740.0,2020-09-06 04:48:00.473187+00:00
10782,39740.0,2020-09-06 04:49:00.562751+00:00
11344,39740.0,2020-09-06 04:50:00.525761+00:00
11908,39740.0,2020-09-06 04:51:00.483527+00:00
12472,39740.0,2020-09-06 04:52:00.460815+00:00
13036,39740.0,2020-09-06 04:53:00.476522+00:00
13600,39740.0,2020-09-06 04:54:00.510328+00:00
14164,39740.0,2020-09-06 04:55:00.470650+00:00
14728,39740.0,2020-09-06 04:56:00.522496+00:00
15292,39740.0,2020-09-06 04:57:00.475206+00:00
15856,39740.0,2020-09-06 04:58:00.510162+00:00
16421,39740.0,2020-09-06 04:59:00.619769+00:00
16987,39740.0,2020-09-06 05:00:00.604775+00:00
17553,39740.0,2020-09-06 05:01:00.533497+00:00
18119,39740.0,2020-09-06 05:02:00.487014+00:00
18685,39740.0,2020-09-06 05:03:00.504776+00:00
19251,39740.0,2020-09-06 05:04:00.530699+00:00
19817,39740.0,2020-09-06 05:05:00.525627+00:00
20384,39740.0,2020-09-06 05:06:00.532789+00:00
20951,39740.0,2020-09-06 05:07:00.529453+00:00
21518,39740.0,2020-09-06 05:08:00.515931+00:00
22085,39740.0,2020-09-06 05:09:00.570469+00:00
22653,39740.0,2020-09-06 05:10:00.517916+00:00
23222,39740.0,2020-09-06 05:11:00.467010+00:00
23791,39740.0,2020-09-06 05:12:00.488651+00:00
24360,39740.0,2020-09-06 05:13:00.522706+00:00
24929,39740.0,2020-09-06 05:14:00.493946+00:00
25498,39740.0,2020-09-06 05:15:00.498331+00:00
26067,39740.0,2020-09-06 05:16:00.481594+00:00
26636,39740.0,2020-09-06 05:17:00.483272+00:00
27206,39740.0,2020-09-06 05:18:00.489663+00:00
27776,39740.0,2020-09-06 05:19:00.517494+00:00
28346,39740.0,2020-09-06 05:20:00.500574+00:00
28917,39740.0,2020-09-06 05:21:00.497695+00:00
29488,39740.0,2020-09-06 05:22:00.481742+00:00
30059,39740.0,2020-09-06 05:23:00.491100+00:00
30630,39740.0,2020-09-06 05:24:00.545111+00:00
31201,39740.0,2020-09-06 05:25:00.552886+00:00
31772,39740.0,2020-09-06 05:26:00.503752+00:00
32344,39740.0,2020-09-06 05:27:00.506388+00:00
32917,39740.0,2020-09-06 05:28:00.498193+00:00
33490,39740.0,2020-09-06 05:29:00.511599+00:00
34063,39740.0,2020-09-06 05:30:00.557584+00:00
34636,39740.0,2020-09-06 05:31:00.549301+00:00
35209,39740.0,2020-09-06 05:32:00.540589+00:00
35783,39740.0,2020-09-06 05:33:00.533863+00:00
36357,39740.0,2020-09-06 05:34:00.581169+00:00
36931,39740.0,2020-09-06 05:35:00.529257+00:00
37505,39740.0,2020-09-06 05:36:00.531580+00:00
38079,39740.0,2020-09-06 05:37:00.516500+00:00
38653,39740.0,2020-09-06 05:38:00.545358+00:00
39227,39740.0,2020-09-06 05:39:00.547728+00:00
39801,39740.0,2020-09-06 05:40:00.561201+00:00
40375,39740.0,2020-09-06 05:41:00.533562+00:00
